  0.00000000E+00 -5.82860000E+01 -6.77510000E+01 -7.38496667E+01 -7.87903333E+01 -8.41376667E+01 -8.73443333E+01 -9.29866667E+01 -9.51500000E+01 -9.56680000E+01 -9.61563333E+01 -9.85096667E+01 -1.01732000E+02 -1.01897667E+02 -1.04120667E+02 -1.04228333E+02 -1.03102667E+02 -1.05146667E+02 -1.06362667E+02 -1.08287000E+02 -1.07418000E+02 -1.06564000E+02 -1.06411000E+02 -1.06727333E+02 -1.08296333E+02 
 -1.08315000E+02 -1.10295333E+02 -1.11053333E+02 -1.08363333E+02 -1.10274000E+02 -1.11189667E+02 -1.12102667E+02 -1.11681667E+02 -1.13285333E+02 -1.12175000E+02 -1.13580333E+02 -1.13266667E+02 -1.13778667E+02 -1.13440000E+02 -1.14059333E+02 -1.14437000E+02 -1.14391333E+02 -1.15187667E+02 -1.13594333E+02 -1.13023667E+02 -1.12656000E+02 -1.13459667E+02 -1.10724000E+02 -1.11102333E+02 -1.12195667E+02 
 -1.13072667E+02 -1.14805667E+02 -1.16099000E+02 -1.17085333E+02 -1.16461667E+02 -1.17141000E+02 -1.18364000E+02 -1.17949667E+02 -1.16600667E+02 -1.16123000E+02 -1.17539333E+02 -1.19906667E+02 -1.18941667E+02 -1.17800333E+02 -1.19808333E+02 -1.18813333E+02 -1.17789000E+02 -1.18064000E+02 -1.18470333E+02 -1.18298667E+02 -1.20622333E+02 -1.18846333E+02 -1.19474667E+02 -1.19174333E+02 -1.18972333E+02 
 -1.19839333E+02 -1.22239667E+02 -1.22571667E+02 -1.21189667E+02 -1.22644000E+02 -1.23472333E+02 -1.23072000E+02 -1.22721667E+02 -1.22658000E+02 -1.23125333E+02 -1.24664333E+02 -1.22661000E+02 -1.23490000E+02 -1.22273333E+02 -1.23619333E+02 -1.22215333E+02 -1.24122000E+02 -1.23502000E+02 -1.24151000E+02 -1.25428333E+02 -1.25077333E+02 -1.26225000E+02 -1.26317333E+02 -1.25576333E+02 -1.23545667E+02 
 -1.24829333E+02 -1.24665667E+02 -1.23351667E+02 -1.25491000E+02 -1.28122333E+02 -1.29173000E+02 -1.29989667E+02 -1.28879667E+02 -1.30834333E+02 -1.30954667E+02 -1.30711333E+02 -1.30748667E+02 -1.30558000E+02 -1.30283333E+02 -1.32693667E+02 -1.30983000E+02 -1.31676333E+02 -1.31638333E+02 -1.31875000E+02 -1.31655000E+02 -1.31276000E+02 -1.32730667E+02 -1.33669667E+02 -1.33981000E+02 -1.34257333E+02 
 -1.33697667E+02 -1.35853333E+02 -1.35695000E+02 -1.35563667E+02 -1.36651333E+02 -1.37007667E+02 -1.37300667E+02 -1.37537667E+02 -1.39278000E+02 -1.40750667E+02 -1.40696333E+02 -1.39537667E+02 -1.38614667E+02 -1.39028333E+02 -1.39926000E+02 -1.39089667E+02 -1.39304667E+02 -1.38512000E+02 -1.38041667E+02 -1.40097667E+02 -1.40923667E+02 -1.39331000E+02 -1.38973000E+02 -1.37623667E+02 -1.40087000E+02 
 -1.38889667E+02 -1.38945000E+02 -1.38724667E+02 -1.37655000E+02 -1.37724000E+02 -1.40910333E+02 -1.38606667E+02 -1.39804333E+02 -1.39782667E+02 -1.40149333E+02 -1.42339000E+02 -1.41893000E+02 -1.44465000E+02 -1.43510000E+02 -1.43183333E+02 -1.45833333E+02 -1.44203000E+02 -1.46445000E+02 -1.45301667E+02 -1.46409333E+02 -1.47263000E+02 -1.46764000E+02 -1.47138000E+02 -1.46647000E+02 -1.45647667E+02 
 -1.45290667E+02 -1.45969000E+02 -1.48731333E+02 -1.48617667E+02 -1.50947667E+02 -1.52283333E+02 -1.51790333E+02 -1.52731333E+02 -1.52585000E+02 -1.51117000E+02 -1.52595333E+02 -1.49740333E+02 -1.50819333E+02 -1.50893333E+02 -1.49046667E+02 -1.48922333E+02 -1.48471667E+02 -1.47992667E+02 -1.49849333E+02 -1.47785000E+02 -1.49424000E+02 -1.49996667E+02 -1.50715333E+02 -1.50075000E+02 -1.49606667E+02 
 -1.50867000E+02 -1.53035333E+02 -1.53531667E+02 -1.53648000E+02 -1.54193667E+02 -1.54968333E+02 -1.55060000E+02 -1.56054000E+02 -1.57078333E+02 -1.55541000E+02 -1.57449333E+02 -1.57082667E+02 -1.56987000E+02 -1.57798000E+02 -1.56124667E+02 -1.57671667E+02 -1.56770667E+02 -1.56302667E+02 -1.56515333E+02 -1.56172000E+02 -1.55927333E+02 -1.55936667E+02 -1.58424000E+02 -1.59520667E+02 -1.59776000E+02 
 -1.60221667E+02 -1.60557000E+02 -1.59874000E+02 -1.62677000E+02 -1.63058333E+02 -1.62712000E+02 -1.63816000E+02 -1.62554000E+02 -1.63625667E+02 -1.63094000E+02 -1.64264000E+02 -1.64122667E+02 -1.64704667E+02 -1.63868333E+02 -1.64768667E+02 -1.66031667E+02 -1.64754667E+02 -1.64597333E+02 -1.66235667E+02 -1.67490667E+02 -1.65753000E+02 -1.65714000E+02 -1.67801000E+02 -1.66741333E+02 -1.67154667E+02 
 -1.65075667E+02 -1.67553000E+02 -1.65960667E+02 -1.65275000E+02 -1.65934667E+02 -1.67014333E+02 -1.69185000E+02 -1.67530000E+02 -1.67801667E+02 -1.68178000E+02 -1.69327667E+02 -1.68275333E+02 -1.67491000E+02 -1.67053000E+02 -1.68517000E+02 -1.68718667E+02 -1.68539333E+02 -1.68937667E+02 -1.69534000E+02 -1.70072000E+02 -1.70590000E+02 -1.68964667E+02 -1.72399667E+02 -1.72251667E+02 -1.72765000E+02 
 -1.73293000E+02 -1.74846333E+02 -1.77837667E+02 -1.77137333E+02 -1.78462333E+02 -1.78558000E+02 -1.77593333E+02 -1.78754000E+02 -1.81127000E+02 -1.82487333E+02 -1.81158000E+02 -1.83494667E+02 -1.81975333E+02 -1.81117333E+02 -1.82022333E+02 -1.83299667E+02 -1.82992000E+02 -1.84957667E+02 -1.82950333E+02 -1.83427667E+02 -1.83244667E+02 -1.84653333E+02 -1.84866000E+02 -1.84263000E+02 -1.86166000E+02 
 -1.85276333E+02 -1.86107000E+02 -1.85788000E+02 -1.86296667E+02 -1.87299000E+02 -1.89017000E+02 -1.89838333E+02 -1.89850000E+02 -1.90273000E+02 -1.90696000E+02 -1.92854000E+02 -1.94544333E+02 -1.92357000E+02 -1.90418667E+02 -1.92105333E+02 -1.90112333E+02 -1.91186667E+02 -1.91118333E+02 -1.92240000E+02 -1.92248333E+02 -1.92244000E+02 -1.92270667E+02 -1.91664667E+02 -1.92281000E+02 -1.91282667E+02 
 -1.92711000E+02 -1.95098000E+02 -1.96204000E+02 -1.96253333E+02 -1.98723333E+02 -1.97147333E+02 -1.98845333E+02 -1.98709000E+02 -1.97219333E+02 -1.99590333E+02 -2.02090000E+02 -2.02730333E+02 -2.03983667E+02 -2.03544667E+02 -2.03868333E+02 -2.03462667E+02 -2.04566000E+02 -2.05237000E+02 -2.04383667E+02 -2.04451333E+02 -2.03928333E+02 -2.06160333E+02 -2.07872667E+02 -2.08779667E+02 -2.08929667E+02 
