  0.00000000E+00 -1.05935333E+02 -1.06972333E+02 -1.10497000E+02 -1.11607667E+02 -1.10868333E+02 -1.11932667E+02 -1.10434000E+02 -1.10212333E+02 -1.14222333E+02 -1.09372333E+02 -1.10765000E+02 -1.12706333E+02 -1.11236333E+02 -1.09800667E+02 -1.12373000E+02 -1.12340667E+02 -1.11705000E+02 -1.10802667E+02 -1.11405000E+02 -1.12698000E+02 -1.12033333E+02 -1.11236000E+02 -1.09527000E+02 -1.10571000E+02 -1.13016667E+02 -1.12871667E+02 -1.12535333E+02 -1.13044333E+02 -1.14226333E+02 -1.11033333E+02 -1.11053333E+02 -1.11801000E+02 -1.12860000E+02 -1.10853667E+02 -1.09990333E+02 -1.12951000E+02 -1.09892000E+02 -1.09958000E+02 -1.12150333E+02 -1.13271000E+02 -1.12446333E+02 -1.10781333E+02 -1.13912333E+02 -1.10863000E+02 -1.12557000E+02 -1.09124333E+02 -1.08945667E+02 -1.07734667E+02 -1.11167333E+02 
 -1.13282667E+02 -1.15222000E+02 -1.16118000E+02 -1.15688667E+02 -1.14561000E+02 -1.14967667E+02 -1.16526667E+02 -1.17872000E+02 -1.15889333E+02 -1.15374333E+02 -1.13013333E+02 -1.11153333E+02 -1.17677667E+02 -1.17320667E+02 -1.14697333E+02 -1.15313333E+02 -1.13036000E+02 -1.16384333E+02 -1.15557000E+02 -1.16036667E+02 -1.15886000E+02 -1.16762333E+02 -1.14101667E+02 -1.15639333E+02 -1.16414667E+02 -1.15081667E+02 -1.15134333E+02 -1.13982333E+02 -1.13866667E+02 -1.17402667E+02 -1.15878000E+02 -1.17421333E+02 -1.16048667E+02 -1.12872333E+02 -1.13869333E+02 -1.15428000E+02 -1.17023333E+02 -1.13426333E+02 -1.18106667E+02 -1.15244667E+02 -1.15155333E+02 -1.12006333E+02 -1.16100000E+02 -1.19219667E+02 -1.15642667E+02 -1.13802000E+02 -1.16215667E+02 -1.13615667E+02 -1.15278333E+02 -1.17093667E+02 
 -1.15821333E+02 -1.20361667E+02 -1.22406667E+02 -1.23076333E+02 -1.22920333E+02 -1.20451333E+02 -1.20442000E+02 -1.19011333E+02 -1.20080000E+02 -1.23420000E+02 -1.19720667E+02 -1.19167333E+02 -1.20796000E+02 -1.21263333E+02 -1.20679667E+02 -1.18103333E+02 -1.21050667E+02 -1.24866667E+02 -1.20280000E+02 -1.19259667E+02 -1.19699333E+02 -1.18224333E+02 -1.20916333E+02 -1.21051667E+02 -1.18737333E+02 -1.20807667E+02 -1.21574667E+02 -1.23549333E+02 -1.23842333E+02 -1.20812667E+02 -1.23575333E+02 -1.20459333E+02 -1.20195000E+02 -1.23435667E+02 -1.21655000E+02 -1.21128333E+02 -1.22815333E+02 -1.22098667E+02 -1.21026333E+02 -1.19183667E+02 -1.19101333E+02 -1.21110000E+02 -1.20953333E+02 -1.23857333E+02 -1.18254667E+02 -1.20925667E+02 -1.19603000E+02 -1.20592667E+02 -1.20225667E+02 -1.21453000E+02 
 -1.21173333E+02 -1.26614333E+02 -1.27559667E+02 -1.27740333E+02 -1.26664333E+02 -1.28345667E+02 -1.26052000E+02 -1.23355000E+02 -1.26679000E+02 -1.23390333E+02 -1.25809333E+02 -1.24203667E+02 -1.26786000E+02 -1.24110667E+02 -1.27513333E+02 -1.29598333E+02 -1.26593333E+02 -1.23932333E+02 -1.24332000E+02 -1.24179333E+02 -1.24267000E+02 -1.27107000E+02 -1.27936667E+02 -1.24109000E+02 -1.28329000E+02 -1.26296000E+02 -1.25499667E+02 -1.28939333E+02 -1.27656333E+02 -1.25447667E+02 -1.28510667E+02 -1.26752667E+02 -1.28876333E+02 -1.28515333E+02 -1.26578333E+02 -1.27195667E+02 -1.27435333E+02 -1.25694333E+02 -1.21876000E+02 -1.25217333E+02 -1.25758667E+02 -1.27756000E+02 -1.27822000E+02 -1.27803000E+02 -1.25711000E+02 -1.25305333E+02 -1.26588000E+02 -1.25373667E+02 -1.27101667E+02 -1.27468667E+02 
 -1.28171667E+02 -1.31365333E+02 -1.32658667E+02 -1.33032000E+02 -1.35166000E+02 -1.34655667E+02 -1.36375333E+02 -1.33542333E+02 -1.28767333E+02 -1.32436333E+02 -1.33599667E+02 -1.32638000E+02 -1.33422667E+02 -1.33472667E+02 -1.32115667E+02 -1.33344333E+02 -1.32784000E+02 -1.32248667E+02 -1.30308000E+02 -1.32428333E+02 -1.31589667E+02 -1.30242333E+02 -1.33182667E+02 -1.32184000E+02 -1.32194333E+02 -1.31804333E+02 -1.31574333E+02 -1.28918333E+02 -1.34409333E+02 -1.31914000E+02 -1.28957333E+02 -1.29831333E+02 -1.34594333E+02 -1.34224333E+02 -1.30872667E+02 -1.33655333E+02 -1.35010333E+02 -1.33187000E+02 -1.32758000E+02 -1.30263000E+02 -1.29142667E+02 -1.32485000E+02 -1.34536000E+02 -1.33298333E+02 -1.29733667E+02 -1.33280667E+02 -1.33131667E+02 -1.31189333E+02 -1.34972667E+02 -1.34230667E+02 
 -1.35787333E+02 -1.38870667E+02 -1.40826333E+02 -1.39336333E+02 -1.40223333E+02 -1.39219000E+02 -1.37080667E+02 -1.36726000E+02 -1.39054000E+02 -1.37153000E+02 -1.37517333E+02 -1.37255000E+02 -1.41093667E+02 -1.35703333E+02 -1.40112667E+02 -1.38914000E+02 -1.34733667E+02 -1.36522333E+02 -1.39292000E+02 -1.38148000E+02 -1.39854333E+02 -1.38375000E+02 -1.38201667E+02 -1.38379667E+02 -1.36718000E+02 -1.38851000E+02 -1.36208333E+02 -1.37662667E+02 -1.38473667E+02 -1.36279667E+02 -1.38287000E+02 -1.36986000E+02 -1.38039000E+02 -1.39241667E+02 -1.38136333E+02 -1.36423667E+02 -1.38468667E+02 -1.41591333E+02 -1.35116000E+02 -1.37069000E+02 -1.34663333E+02 -1.36183000E+02 -1.37415667E+02 -1.39902000E+02 -1.39453000E+02 -1.39832667E+02 -1.37696333E+02 -1.35419000E+02 -1.37138000E+02 -1.37283667E+02 
 -1.38402667E+02 -1.44337667E+02 -1.41781333E+02 -1.44343667E+02 -1.41033000E+02 -1.42548333E+02 -1.45699333E+02 -1.46354667E+02 -1.47549333E+02 -1.45170667E+02 -1.48428000E+02 -1.44771000E+02 -1.40376333E+02 -1.41966333E+02 -1.45392333E+02 -1.44929000E+02 -1.45483667E+02 -1.40815667E+02 -1.42650667E+02 -1.43722667E+02 -1.44931333E+02 -1.43653667E+02 -1.46577333E+02 -1.42281667E+02 -1.44239333E+02 -1.44182667E+02 -1.45217333E+02 -1.45418000E+02 -1.46058667E+02 -1.42417000E+02 -1.44090333E+02 -1.44891333E+02 -1.46182000E+02 -1.45679667E+02 -1.46611333E+02 -1.45447667E+02 -1.45081000E+02 -1.41757333E+02 -1.41238667E+02 -1.44351000E+02 -1.46779000E+02 -1.41416333E+02 -1.44280333E+02 -1.45928000E+02 -1.45499000E+02 -1.48822667E+02 -1.46821333E+02 -1.45757333E+02 -1.41340000E+02 -1.43597667E+02 
 -1.43918667E+02 -1.50437667E+02 -1.51130667E+02 -1.50133667E+02 -1.51426000E+02 -1.53075333E+02 -1.50279667E+02 -1.51376667E+02 -1.50793333E+02 -1.50770000E+02 -1.53387000E+02 -1.52244000E+02 -1.52404000E+02 -1.51329333E+02 -1.52922000E+02 -1.52642333E+02 -1.50339000E+02 -1.49527333E+02 -1.50953000E+02 -1.48987667E+02 -1.53102667E+02 -1.55956333E+02 -1.52310667E+02 -1.50729667E+02 -1.53579000E+02 -1.51451000E+02 -1.51696333E+02 -1.52803667E+02 -1.53667667E+02 -1.50144333E+02 -1.52109000E+02 -1.54561333E+02 -1.49086000E+02 -1.50015333E+02 -1.53758667E+02 -1.51929000E+02 -1.54934333E+02 -1.51288333E+02 -1.51471667E+02 -1.51104000E+02 -1.48539333E+02 -1.50198667E+02 -1.48679000E+02 -1.51265667E+02 -1.53339667E+02 -1.49825333E+02 -1.53391333E+02 -1.54372000E+02 -1.50414333E+02 -1.55563667E+02 
 -1.52496000E+02 -1.60009333E+02 -1.55909667E+02 -1.59776667E+02 -1.60003000E+02 -1.61421000E+02 -1.60528000E+02 -1.59531667E+02 -1.62961333E+02 -1.59948333E+02 -1.59963000E+02 -1.57308000E+02 -1.61357667E+02 -1.62763000E+02 -1.58863000E+02 -1.59129000E+02 -1.59584667E+02 -1.61096333E+02 -1.59287667E+02 -1.60863333E+02 -1.61157333E+02 -1.62051333E+02 -1.58414000E+02 -1.57666000E+02 -1.59330000E+02 -1.60769333E+02 -1.59362333E+02 -1.57820000E+02 -1.58964333E+02 -1.57817667E+02 -1.57204333E+02 -1.58545667E+02 -1.56800333E+02 -1.56756333E+02 -1.61252667E+02 -1.58294000E+02 -1.58164667E+02 -1.57042333E+02 -1.59189000E+02 -1.58296667E+02 -1.56579000E+02 -1.59502333E+02 -1.59946333E+02 -1.59477667E+02 -1.61304000E+02 -1.56328333E+02 -1.57044667E+02 -1.58355333E+02 -1.61184667E+02 -1.57961333E+02 
 -1.59883000E+02 -1.67158667E+02 -1.66655333E+02 -1.69422333E+02 -1.69676333E+02 -1.67789333E+02 -1.66895667E+02 -1.64724667E+02 -1.67024333E+02 -1.68600333E+02 -1.68019000E+02 -1.68836000E+02 -1.69996000E+02 -1.69877000E+02 -1.70291333E+02 -1.67577333E+02 -1.66017000E+02 -1.68572000E+02 -1.70492333E+02 -1.71003667E+02 -1.66516000E+02 -1.70930667E+02 -1.65677000E+02 -1.64425000E+02 -1.67341667E+02 -1.65673667E+02 -1.67832333E+02 -1.69022667E+02 -1.68784333E+02 -1.68032333E+02 -1.70223333E+02 -1.67485667E+02 -1.69385000E+02 -1.70113667E+02 -1.68838333E+02 -1.65900667E+02 -1.65699667E+02 -1.67412333E+02 -1.69225000E+02 -1.65022667E+02 -1.68635000E+02 -1.68069333E+02 -1.65918667E+02 -1.70055667E+02 -1.69077667E+02 -1.64647333E+02 -1.69058000E+02 -1.65644667E+02 -1.68203000E+02 -1.67649333E+02 
