 -1.72057667E+02 -1.75585333E+02 -1.76152000E+02 -1.76477333E+02 -1.75602667E+02 -1.74744333E+02 -1.74803000E+02 -1.77270667E+02 -1.75924000E+02 -1.73278667E+02 -1.77233000E+02 -1.76661333E+02 -1.75682000E+02 -1.78515000E+02 -1.78764333E+02 -1.79890000E+02 -1.78430667E+02 -1.81831667E+02 -1.82421667E+02 -1.84288333E+02 -1.79834667E+02 -1.80002000E+02 -1.80204667E+02 -1.78546333E+02 -1.77683000E+02 -1.76463667E+02 -1.77556333E+02 -1.77155000E+02 -1.76244667E+02 -1.77621333E+02 -1.78524667E+02 -1.76494667E+02 -1.77009333E+02 -1.77720333E+02 -1.79274333E+02 -1.76793667E+02 -1.78600333E+02 -1.78030667E+02 
 -1.75450667E+02 -1.79137333E+02 -1.82652000E+02 -1.81487000E+02 -1.84899667E+02 -1.86660667E+02 -1.88298667E+02 -1.88869333E+02 -1.90063667E+02 -1.89899000E+02 -1.87011333E+02 -1.87438667E+02 -1.90153667E+02 -1.86867333E+02 -1.87076333E+02 -1.85597333E+02 -1.88377667E+02 -1.89244000E+02 -1.88250333E+02 -1.90453000E+02 -1.89453000E+02 -1.87743333E+02 -1.88919000E+02 -1.87515333E+02 -1.85746000E+02 -1.87581000E+02 -1.88734000E+02 -1.89298667E+02 -1.90775667E+02 -1.89226667E+02 -1.90555000E+02 -1.89148667E+02 -1.88500667E+02 -1.88861333E+02 -1.87272000E+02 -1.87393667E+02 -1.87648333E+02 -1.90545333E+02 
 -1.90773000E+02 -1.93526000E+02 -1.97275333E+02 -1.90189333E+02 -1.93865000E+02 -1.93044000E+02 -1.96670333E+02 -1.98787333E+02 -1.97878667E+02 -1.96275333E+02 -1.98301000E+02 -1.97942333E+02 -1.99165000E+02 -2.00657000E+02 -1.99250333E+02 -2.00297333E+02 -1.95381667E+02 -1.95432333E+02 -1.98556000E+02 -1.98095000E+02 -1.96593333E+02 -1.95210667E+02 -1.95788333E+02 -1.96596333E+02 -1.95990000E+02 -1.98553000E+02 -1.99854000E+02 -1.97889000E+02 -1.98391333E+02 -2.00729000E+02 -2.00430667E+02 -1.99970000E+02 -2.02941333E+02 -2.01683667E+02 -2.03303000E+02 -2.03875667E+02 -2.01604333E+02 -2.03892000E+02 
 -2.03685333E+02 -2.06336667E+02 -2.07202667E+02 -2.08727000E+02 -2.09832667E+02 -2.07148667E+02 -2.08887667E+02 -2.07707000E+02 -2.08050667E+02 -2.08736333E+02 -2.07364000E+02 -2.10778667E+02 -2.09158333E+02 -2.08303000E+02 -2.09727333E+02 -2.11458000E+02 -2.12411333E+02 -2.10941000E+02 -2.13203000E+02 -2.10807000E+02 -2.09065000E+02 -2.09032000E+02 -2.13830333E+02 -2.08864333E+02 -2.06862333E+02 -2.09715667E+02 -2.11212000E+02 -2.11760000E+02 -2.13199667E+02 -2.15946333E+02 -2.15773333E+02 -2.15063000E+02 -2.13354667E+02 -2.12694000E+02 -2.14760333E+02 -2.13184000E+02 -2.10740000E+02 -2.09340333E+02 
 -2.09388333E+02 -2.15467667E+02 -2.18085667E+02 -2.19849000E+02 -2.23938333E+02 -2.23685667E+02 -2.21687667E+02 -2.22803000E+02 -2.25560000E+02 -2.25816000E+02 -2.25997333E+02 -2.23451667E+02 -2.26730000E+02 -2.29076333E+02 -2.28056333E+02 -2.27644000E+02 -2.27801667E+02 -2.29349000E+02 -2.26904333E+02 -2.29649667E+02 -2.29042000E+02 -2.24979000E+02 -2.26256333E+02 -2.27690667E+02 -2.27765667E+02 -2.27249333E+02 -2.26477000E+02 -2.23844000E+02 -2.22123333E+02 -2.23116667E+02 -2.23006667E+02 -2.19598333E+02 -2.22911667E+02 -2.24875333E+02 -2.24804667E+02 -2.22209000E+02 -2.27064333E+02 -2.27165333E+02 
 -2.27179667E+02 -2.31795000E+02 -2.33562667E+02 -2.35060000E+02 -2.33642667E+02 -2.34468667E+02 -2.34266333E+02 -2.34766000E+02 -2.35511667E+02 -2.36218333E+02 -2.36159000E+02 -2.37761667E+02 -2.39853000E+02 -2.36534667E+02 -2.38518333E+02 -2.38859000E+02 -2.42498667E+02 -2.40368333E+02 -2.40255667E+02 -2.41165000E+02 -2.37939333E+02 -2.37036000E+02 -2.40696333E+02 -2.39753667E+02 -2.38812000E+02 -2.37795000E+02 -2.38904000E+02 -2.37576667E+02 -2.38933667E+02 -2.38687000E+02 -2.38078667E+02 -2.37964333E+02 -2.38881667E+02 -2.40635333E+02 -2.38435667E+02 -2.36137333E+02 -2.38217000E+02 -2.35989667E+02 
 -2.38310333E+02 -2.42945000E+02 -2.42709333E+02 -2.48552000E+02 -2.47375000E+02 -2.46923667E+02 -2.48349333E+02 -2.48788667E+02 -2.51036667E+02 -2.51045333E+02 -2.51862667E+02 -2.51143000E+02 -2.52137000E+02 -2.49795667E+02 -2.48397333E+02 -2.49990667E+02 -2.49222333E+02 -2.49315000E+02 -2.50472000E+02 -2.51439000E+02 -2.49847000E+02 -2.49289000E+02 -2.51779333E+02 -2.51164333E+02 -2.49206667E+02 -2.51044000E+02 -2.48556333E+02 -2.51671333E+02 -2.49148000E+02 -2.52000333E+02 -2.50897667E+02 -2.51480000E+02 -2.51013000E+02 -2.52964000E+02 -2.55904667E+02 -2.56138333E+02 -2.55724000E+02 -2.52787333E+02 
 -2.53936000E+02 -2.56587000E+02 -2.58031667E+02 -2.61995667E+02 -2.63986000E+02 -2.66645333E+02 -2.68534000E+02 -2.69175667E+02 -2.69575000E+02 -2.68508667E+02 -2.71670000E+02 -2.71660667E+02 -2.69349000E+02 -2.68015000E+02 -2.71083000E+02 -2.71706333E+02 -2.70437333E+02 -2.70107000E+02 -2.68653333E+02 -2.69664333E+02 -2.69807667E+02 -2.70357333E+02 -2.71397667E+02 -2.68432333E+02 -2.68398000E+02 -2.71696667E+02 -2.69475333E+02 -2.68935000E+02 -2.69302667E+02 -2.72870667E+02 -2.70108000E+02 -2.70916333E+02 -2.72542000E+02 -2.74788000E+02 -2.75200333E+02 -2.77421333E+02 -2.79777667E+02 -2.76734667E+02 
 -2.78800333E+02 -2.83789000E+02 -2.86797000E+02 -2.89320333E+02 -2.87652667E+02 -2.89498000E+02 -2.88174333E+02 -2.88692667E+02 -2.89144667E+02 -2.92891333E+02 -2.98460333E+02 -2.98412000E+02 -2.99321000E+02 -3.01308333E+02 -3.00167667E+02 -3.01499333E+02 -3.00427333E+02 -2.99085333E+02 -3.00328333E+02 -2.99992333E+02 -3.00217000E+02 -2.98548333E+02 -2.97418333E+02 -2.99254333E+02 -3.00365667E+02 -2.99549667E+02 -2.98983333E+02 -2.99014667E+02 -2.99401000E+02 -2.96274667E+02 -2.97675333E+02 -2.95433333E+02 -2.95542333E+02 -2.94262667E+02 -2.94937333E+02 -2.89368667E+02 -2.89139333E+02 -2.88796667E+02 
 -2.86246667E+02 -2.91463000E+02 -2.92426333E+02 -2.99000667E+02 -2.99116667E+02 -3.01066333E+02 -3.02604667E+02 -3.05874333E+02 -3.09716000E+02 -3.11563667E+02 -3.12165333E+02 -3.13922667E+02 -3.15493333E+02 -3.15014667E+02 -3.13667000E+02 -3.16580667E+02 -3.12748000E+02 -3.12069667E+02 -3.11729000E+02 -3.13469667E+02 -3.13504000E+02 -3.10355333E+02 -3.13606000E+02 -3.10974000E+02 -3.10600667E+02 -3.10330000E+02 -3.15462000E+02 -3.13829333E+02 -3.13953667E+02 -3.14629000E+02 -3.16731333E+02 -3.16168667E+02 -3.18067333E+02 -3.19250333E+02 -3.15722333E+02 -3.15887333E+02 -3.17785333E+02 -3.18204333E+02 
 -3.18433333E+02 -3.21409667E+02 -3.24548000E+02 -3.22129333E+02 -3.20845333E+02 -3.27014333E+02 -3.34274333E+02 -3.35267333E+02 -3.36743667E+02 -3.38790667E+02 -3.40168000E+02 -3.44156333E+02 -3.41583333E+02 -3.44472000E+02 -3.44392667E+02 -3.42523333E+02 -3.44842333E+02 -3.44074000E+02 -3.44585333E+02 -3.46767000E+02 -3.46344667E+02 -3.45997333E+02 -3.46799333E+02 -3.42627000E+02 -3.44685667E+02 -3.46444333E+02 -3.43493333E+02 -3.46930000E+02 -3.45465000E+02 -3.43486000E+02 -3.42907000E+02 -3.44095000E+02 -3.44170667E+02 -3.45126000E+02 -3.48933667E+02 -3.46995333E+02 -3.46085333E+02 -3.48181667E+02 
 -3.47880000E+02 -3.48804000E+02 -3.49342000E+02 -3.50737000E+02 -3.51128000E+02 -3.53544667E+02 -3.56427000E+02 -3.59518667E+02 -3.62088000E+02 -3.60861667E+02 -3.63449667E+02 -3.63889000E+02 -3.63333333E+02 -3.63796333E+02 -3.65852667E+02 -3.66947000E+02 -3.65503667E+02 -3.65460667E+02 -3.67222333E+02 -3.73808667E+02 -3.71309333E+02 -3.70860333E+02 -3.69600667E+02 -3.71427333E+02 -3.68394000E+02 -3.69219000E+02 -3.68775333E+02 -3.70085000E+02 -3.71402000E+02 -3.70228000E+02 -3.70851000E+02 -3.71247667E+02 -3.74025667E+02 -3.77289000E+02 -3.75479333E+02 -3.74606333E+02 -3.74114000E+02 -3.72896333E+02 
 -3.70732333E+02 -3.76965667E+02 -3.80605000E+02 -3.85026333E+02 -3.86566333E+02 -3.86818000E+02 -3.88466000E+02 -3.89306000E+02 -3.88485667E+02 -3.90926000E+02 -3.92373000E+02 -3.93964000E+02 -3.96417333E+02 -3.95778333E+02 -3.97812000E+02 -3.97253000E+02 -3.97905000E+02 -3.97005000E+02 -3.95469333E+02 -4.00741667E+02 -3.99585667E+02 -3.99480667E+02 -4.00317333E+02 -4.00080667E+02 -4.02511333E+02 -4.04615333E+02 -4.03675667E+02 -4.04684333E+02 -4.07845333E+02 -4.08210000E+02 -4.08847000E+02 -4.10275333E+02 -4.09112000E+02 -4.06487333E+02 -4.06495667E+02 -4.08318333E+02 -4.06975000E+02 -4.05682333E+02 
 -4.05014667E+02 -4.08655333E+02 -4.12464333E+02 -4.13960333E+02 -4.15585667E+02 -4.16865667E+02 -4.20446000E+02 -4.18749000E+02 -4.21649667E+02 -4.25927667E+02 -4.27985667E+02 -4.28405333E+02 -4.32189000E+02 -4.29809667E+02 -4.28994667E+02 -4.33457333E+02 -4.36832333E+02 -4.36186333E+02 -4.37253667E+02 -4.36070667E+02 -4.40920000E+02 -4.41847667E+02 -4.40246667E+02 -4.41914667E+02 -4.44216667E+02 -4.45084333E+02 -4.43755667E+02 -4.44760667E+02 -4.41370667E+02 -4.44869667E+02 -4.46326667E+02 -4.42896667E+02 -4.46595333E+02 -4.46986000E+02 -4.48369000E+02 -4.51832667E+02 -4.52815000E+02 -4.52071667E+02 
 -4.48886333E+02 -4.51402333E+02 -4.55751000E+02 -4.62243333E+02 -4.67534667E+02 -4.66755667E+02 -4.69409000E+02 -4.70719667E+02 -4.72003333E+02 -4.72184667E+02 -4.75017000E+02 -4.76340333E+02 -4.74982333E+02 -4.78990000E+02 -4.79710000E+02 -4.80416000E+02 -4.82982333E+02 -4.79865333E+02 -4.81853333E+02 -4.84633667E+02 -4.83570333E+02 -4.86114667E+02 -4.86531667E+02 -4.86869333E+02 -4.86096000E+02 -4.86053333E+02 -4.87305000E+02 -4.89801000E+02 -4.91845000E+02 -4.91038333E+02 -4.88587667E+02 -4.90473333E+02 -4.91493667E+02 -4.92512333E+02 -4.94010000E+02 -4.95907000E+02 -4.95372667E+02 -4.93904667E+02 
 -4.94695000E+02 -5.01249667E+02 -5.03153000E+02 -5.02585000E+02 -5.07364667E+02 -5.13530000E+02 -5.15040667E+02 -5.15555667E+02 -5.17177000E+02 -5.19183333E+02 -5.18842000E+02 -5.20844000E+02 -5.24852667E+02 -5.25241333E+02 -5.26114667E+02 -5.21451333E+02 -5.28168000E+02 -5.29397333E+02 -5.29948667E+02 -5.31518333E+02 -5.34540667E+02 -5.34057667E+02 -5.34892333E+02 -5.33796667E+02 -5.35743000E+02 -5.31035667E+02 -5.32527667E+02 -5.35827000E+02 -5.32144000E+02 -5.32616667E+02 -5.31743333E+02 -5.33252667E+02 -5.34566667E+02 -5.32033000E+02 -5.37406667E+02 -5.35712333E+02 -5.39072333E+02 -5.36406333E+02 
 -5.38288667E+02 -5.42212667E+02 -5.42343000E+02 -5.44401333E+02 -5.44549333E+02 -5.47717333E+02 -5.52131667E+02 -5.57286667E+02 -5.61915333E+02 -5.65199333E+02 -5.64653000E+02 -5.69449333E+02 -5.70089333E+02 -5.73289333E+02 -5.77809000E+02 -5.77270667E+02 -5.79192000E+02 -5.79399667E+02 -5.84548000E+02 -5.87033667E+02 -5.90814333E+02 -5.92108000E+02 -5.90247667E+02 -5.94339333E+02 -5.95923000E+02 -5.89990667E+02 -5.95878333E+02 -5.95906667E+02 -5.98017667E+02 -6.01045000E+02 -6.00288667E+02 -6.01160000E+02 -5.99257000E+02 -5.99199667E+02 -5.97954000E+02 -5.96066667E+02 -5.95899333E+02 -5.98207000E+02 
 -5.97203000E+02 -6.04993000E+02 -6.10922333E+02 -6.13404000E+02 -6.12149667E+02 -6.17011000E+02 -6.16984000E+02 -6.17021333E+02 -6.20835667E+02 -6.18621333E+02 -6.23264333E+02 -6.26114333E+02 -6.27368667E+02 -6.25688667E+02 -6.30544333E+02 -6.31422000E+02 -6.31896667E+02 -6.37633667E+02 -6.36543000E+02 -6.39527667E+02 -6.41516667E+02 -6.44629333E+02 -6.47332000E+02 -6.50124667E+02 -6.49798333E+02 -6.51614000E+02 -6.49848333E+02 -6.54260333E+02 -6.55401667E+02 -6.55610000E+02 -6.57788333E+02 -6.61776000E+02 -6.62376000E+02 -6.61440333E+02 -6.65567000E+02 -6.63502667E+02 -6.62133667E+02 -6.61009000E+02 
 -6.60706333E+02 -6.67630333E+02 -6.75716333E+02 -6.81007667E+02 -6.81866667E+02 -6.83857667E+02 -6.84840000E+02 -6.84488000E+02 -6.90798333E+02 -6.90942667E+02 -6.94255000E+02 -6.94628667E+02 -6.96274333E+02 -6.98422667E+02 -7.00346667E+02 -7.03426000E+02 -7.07517333E+02 -7.10514000E+02 -7.08832667E+02 -7.07967333E+02 -7.07255000E+02 -7.08078333E+02 -7.10239667E+02 -7.10882000E+02 -7.09181667E+02 -7.11531000E+02 -7.15099000E+02 -7.14890667E+02 -7.17426667E+02 -7.19222667E+02 -7.19381333E+02 -7.20950333E+02 -7.22950333E+02 -7.23835667E+02 -7.22841000E+02 -7.22276333E+02 -7.25779667E+02 -7.26162667E+02 
 -7.27425667E+02 -7.32506667E+02 -7.36108667E+02 -7.40883667E+02 -7.41842667E+02 -7.47301333E+02 -7.50294667E+02 -7.52341000E+02 -7.55041667E+02 -7.54096667E+02 -7.59023333E+02 -7.61067333E+02 -7.60822333E+02 -7.62944667E+02 -7.66556333E+02 -7.71121667E+02 -7.73161333E+02 -7.80075333E+02 -7.86019667E+02 -7.87970333E+02 -7.94285333E+02 -7.95400667E+02 -7.98109333E+02 -8.03241667E+02 -8.05104667E+02 -8.08112000E+02 -8.13057333E+02 -8.15102667E+02 -8.19329667E+02 -8.13350667E+02 -8.16271000E+02 -8.15959333E+02 -8.15825667E+02 -8.17855667E+02 -8.15401667E+02 -8.16529000E+02 -8.15050333E+02 -8.16838667E+02 
 -8.17956000E+02 -8.26026333E+02 -8.35608333E+02 -8.35422000E+02 -8.37553000E+02 -8.42906667E+02 -8.48642000E+02 -8.47885667E+02 -8.52118000E+02 -8.54473667E+02 -8.57780000E+02 -8.60284000E+02 -8.64099000E+02 -8.67923000E+02 -8.72853667E+02 -8.77142333E+02 -8.78941000E+02 -8.82469333E+02 -8.85373000E+02 -8.88347000E+02 -8.90761000E+02 -8.95884333E+02 -8.97371333E+02 -8.98849333E+02 -9.03530667E+02 -9.06931000E+02 -9.10944000E+02 -9.10440667E+02 -9.12953333E+02 -9.15434000E+02 -9.14312667E+02 -9.12855333E+02 -9.09859333E+02 -9.10060667E+02 -9.12182000E+02 -9.17510000E+02 -9.20101000E+02 -9.21492000E+02 
 -9.23249667E+02 -9.29328000E+02 -9.36701667E+02 -9.40195667E+02 -9.49933333E+02 -9.54361667E+02 -9.62438667E+02 -9.67319000E+02 -9.67176000E+02 -9.75253667E+02 -9.77284667E+02 -9.80191000E+02 -9.82293000E+02 -9.88394333E+02 -9.93911667E+02 -9.98713333E+02 -1.00107033E+03 -1.00461633E+03 -1.00171233E+03 -1.00848833E+03 -1.01138533E+03 -1.01447633E+03 -1.01442167E+03 -1.01604800E+03 -1.01323933E+03 -1.01487700E+03 -1.01872067E+03 -1.01994633E+03 -1.02424167E+03 -1.02691067E+03 -1.03112000E+03 -1.03581400E+03 -1.03588933E+03 -1.03894400E+03 -1.03438200E+03 -1.03376100E+03 -1.03582000E+03 -1.03765133E+03 
 -1.03661967E+03 -1.04468333E+03 -1.05213167E+03 -1.05740267E+03 -1.06782000E+03 -1.07510833E+03 -1.07762900E+03 -1.08173333E+03 -1.08573467E+03 -1.09230867E+03 -1.09982133E+03 -1.10429400E+03 -1.10940567E+03 -1.11005500E+03 -1.11400033E+03 -1.11961667E+03 -1.12274033E+03 -1.12670700E+03 -1.12779400E+03 -1.13127700E+03 -1.13416133E+03 -1.14015867E+03 -1.14124333E+03 -1.14652500E+03 -1.14741233E+03 -1.15242867E+03 -1.15194967E+03 -1.15611833E+03 -1.15888367E+03 -1.16260633E+03 -1.16556533E+03 -1.16693433E+03 -1.16647800E+03 -1.16683967E+03 -1.16904200E+03 -1.17002733E+03 -1.17480867E+03 -1.17348367E+03 
 -1.17575000E+03 -1.18438733E+03 -1.19024233E+03 -1.19592833E+03 -1.20502833E+03 -1.21137000E+03 -1.21364600E+03 -1.21767500E+03 -1.22175367E+03 -1.22661633E+03 -1.23512967E+03 -1.23607733E+03 -1.24342767E+03 -1.25021667E+03 -1.25439900E+03 -1.25979700E+03 -1.26311667E+03 -1.27211500E+03 -1.27185633E+03 -1.27715033E+03 -1.28195733E+03 -1.29030333E+03 -1.29237833E+03 -1.29652633E+03 -1.29955200E+03 -1.30403067E+03 -1.30454733E+03 -1.30445767E+03 -1.31274533E+03 -1.31769667E+03 -1.32235733E+03 -1.32362067E+03 -1.32820633E+03 -1.33319900E+03 -1.33882800E+03 -1.34193167E+03 -1.34744367E+03 -1.34755333E+03 
 -1.34609800E+03 -1.35727800E+03 -1.36272933E+03 -1.37191600E+03 -1.37855167E+03 -1.38835433E+03 -1.39119267E+03 -1.39568500E+03 -1.40071233E+03 -1.40323367E+03 -1.40441967E+03 -1.40855433E+03 -1.41327500E+03 -1.41859133E+03 -1.42522133E+03 -1.42561267E+03 -1.43227200E+03 -1.43209133E+03 -1.43885300E+03 -1.44862667E+03 -1.45297533E+03 -1.45673567E+03 -1.45785000E+03 -1.46143167E+03 -1.46453567E+03 -1.46603167E+03 -1.47218633E+03 -1.47635000E+03 -1.47839833E+03 -1.48718300E+03 -1.49077367E+03 -1.49037367E+03 -1.49869100E+03 -1.49944233E+03 -1.50450700E+03 -1.50855900E+03 -1.51212300E+03 -1.51288900E+03 
 -1.51697567E+03 -1.52471100E+03 -1.53172567E+03 -1.53862100E+03 -1.54746067E+03 -1.55641800E+03 -1.56040433E+03 -1.56433233E+03 -1.57312967E+03 -1.58069000E+03 -1.58844333E+03 -1.59214933E+03 -1.59902500E+03 -1.60911833E+03 -1.61673700E+03 -1.62336800E+03 -1.62719333E+03 -1.63670933E+03 -1.64142133E+03 -1.64623800E+03 -1.64896533E+03 -1.65552400E+03 -1.65996167E+03 -1.66224200E+03 -1.66287267E+03 -1.66553933E+03 -1.67085533E+03 -1.67689000E+03 -1.68063633E+03 -1.68907633E+03 -1.69404300E+03 -1.69514800E+03 -1.70356200E+03 -1.71000667E+03 -1.71242867E+03 -1.71466700E+03 -1.71746300E+03 -1.72236567E+03 
