  0.00000000E+00 -2.16100000E+01 -2.62640000E+01 -2.75203333E+01 -2.71033333E+01 -2.62970000E+01 -2.76550000E+01 -2.78686667E+01 -2.83936667E+01 -2.93326667E+01 
 -2.69503333E+01 -2.81023333E+01 -2.87846667E+01 -2.98476667E+01 -3.02123333E+01 -2.96530000E+01 -2.95680000E+01 -2.84093333E+01 -2.94196667E+01 -2.79980000E+01 
 -2.84183333E+01 -2.97023333E+01 -3.00530000E+01 -3.00196667E+01 -2.86400000E+01 -2.88776667E+01 -3.03610000E+01 -2.98060000E+01 -2.93173333E+01 -2.92420000E+01 
 -2.96680000E+01 -3.08263333E+01 -3.25293333E+01 -3.17026667E+01 -3.08973333E+01 -3.16993333E+01 -3.13790000E+01 -3.27133333E+01 -3.33173333E+01 -3.14320000E+01 
 -3.05523333E+01 -3.24183333E+01 -3.48793333E+01 -3.45760000E+01 -3.49376667E+01 -3.39520000E+01 -3.35113333E+01 -3.44800000E+01 -3.42976667E+01 -3.37630000E+01 
 -3.36773333E+01 -3.47040000E+01 -3.42303333E+01 -3.48753333E+01 -3.44140000E+01 -3.41630000E+01 -3.48346667E+01 -3.52070000E+01 -3.46960000E+01 -3.49866667E+01 
 -3.39283333E+01 -3.61093333E+01 -3.61416667E+01 -3.82946667E+01 -3.86040000E+01 -3.66600000E+01 -3.62413333E+01 -3.64013333E+01 -3.68996667E+01 -3.65633333E+01 
 -3.54796667E+01 -3.58996667E+01 -3.70846667E+01 -3.71053333E+01 -3.74360000E+01 -3.82326667E+01 -3.78590000E+01 -3.85310000E+01 -3.72653333E+01 -3.72000000E+01 
 -3.75426667E+01 -3.91910000E+01 -3.89560000E+01 -3.90340000E+01 -3.93180000E+01 -3.99033333E+01 -4.01200000E+01 -3.97630000E+01 -4.17486667E+01 -4.01526667E+01 
 -3.93940000E+01 -4.25013333E+01 -4.11743333E+01 -4.36403333E+01 -4.22296667E+01 -4.23613333E+01 -4.02330000E+01 -4.15356667E+01 -4.07990000E+01 -4.02363333E+01 
 -4.08876667E+01 -4.15600000E+01 -4.30846667E+01 -4.33403333E+01 -4.28303333E+01 -4.31706667E+01 -4.33886667E+01 -4.40656667E+01 -4.52063333E+01 -4.43433333E+01 
 -4.42806667E+01 -4.38330000E+01 -4.64666667E+01 -4.76126667E+01 -4.58663333E+01 -4.72816667E+01 -4.67996667E+01 -4.81126667E+01 -4.69346667E+01 -4.73670000E+01 
 -4.69210000E+01 -4.73380000E+01 -5.00526667E+01 -4.92943333E+01 -4.99880000E+01 -4.93903333E+01 -4.85043333E+01 -4.94450000E+01 -4.98640000E+01 -4.98353333E+01 
 -4.88990000E+01 -4.98320000E+01 -5.20800000E+01 -5.08536667E+01 -5.20923333E+01 -5.32730000E+01 -5.37443333E+01 -5.41750000E+01 -5.25056667E+01 -5.15820000E+01 
 -5.24153333E+01 -5.36276667E+01 -5.49740000E+01 -5.64690000E+01 -5.81660000E+01 -5.81103333E+01 -5.80046667E+01 -5.78243333E+01 -5.76456667E+01 -5.79566667E+01 
 -5.99673333E+01 -6.13403333E+01 -6.05126667E+01 -5.86963333E+01 -5.80570000E+01 -5.83863333E+01 -5.88216667E+01 -5.80130000E+01 -5.77750000E+01 -5.90440000E+01 
 -6.02856667E+01 -6.16020000E+01 -6.21533333E+01 -6.10693333E+01 -6.15310000E+01 -6.30606667E+01 -6.22690000E+01 -6.12686667E+01 -6.23816667E+01 -6.21773333E+01 
 -6.30550000E+01 -6.40426667E+01 -6.44990000E+01 -6.45670000E+01 -6.54316667E+01 -6.48240000E+01 -6.65490000E+01 -6.53736667E+01 -6.50036667E+01 -6.45086667E+01 
 -6.52316667E+01 -6.63086667E+01 -6.64233333E+01 -6.91653333E+01 -6.96193333E+01 -7.02473333E+01 -7.06170000E+01 -7.09186667E+01 -7.20940000E+01 -7.32430000E+01 
 -7.33673333E+01 -7.59400000E+01 -7.80250000E+01 -7.52920000E+01 -7.54040000E+01 -7.79690000E+01 -7.85080000E+01 -7.67766667E+01 -7.60223333E+01 -7.58360000E+01 
 -7.56516667E+01 -7.59336667E+01 -7.82123333E+01 -8.07570000E+01 -8.12730000E+01 -8.28240000E+01 -8.31266667E+01 -8.23383333E+01 -8.32413333E+01 -8.37043333E+01 
 -8.39046667E+01 -8.38446667E+01 -8.44703333E+01 -8.68896667E+01 -8.60196667E+01 -8.55453333E+01 -8.57013333E+01 -8.68616667E+01 -8.78410000E+01 -8.81546667E+01 
 -9.00196667E+01 -9.22916667E+01 -9.29466667E+01 -9.36520000E+01 -9.58940000E+01 -9.58663333E+01 -9.64073333E+01 -9.74066667E+01 -9.85840000E+01 -9.84736667E+01 
 -9.94403333E+01 -1.01782000E+02 -1.01153000E+02 -1.03200667E+02 -1.04370000E+02 -1.04321667E+02 -1.04957333E+02 -1.06146333E+02 -1.06795333E+02 -1.08692667E+02 
 -1.06272333E+02 -1.05925000E+02 -1.07044667E+02 -1.07401333E+02 -1.08453000E+02 -1.11347000E+02 -1.12490667E+02 -1.12031667E+02 -1.13967333E+02 -1.13370000E+02 
 -1.12077000E+02 -1.14700667E+02 -1.16363333E+02 -1.19022667E+02 -1.19313333E+02 -1.21036333E+02 -1.20067000E+02 -1.19241667E+02 -1.21399667E+02 -1.21328000E+02 
 -1.23116000E+02 -1.26094667E+02 -1.27201333E+02 -1.27725667E+02 -1.30753667E+02 -1.32122667E+02 -1.35024000E+02 -1.36529333E+02 -1.36769667E+02 -1.37346667E+02 
 -1.35596000E+02 -1.39124667E+02 -1.42292333E+02 -1.44316000E+02 -1.45531667E+02 -1.46785000E+02 -1.48142000E+02 -1.48312333E+02 -1.50141000E+02 -1.50212000E+02 
 -1.51017667E+02 -1.54278667E+02 -1.56404000E+02 -1.57849333E+02 -1.58940000E+02 -1.60653000E+02 -1.61891000E+02 -1.64120667E+02 -1.64492667E+02 -1.66501667E+02 
 -1.68617667E+02 -1.72144667E+02 -1.74834000E+02 -1.77101333E+02 -1.75866333E+02 -1.77183667E+02 -1.77270667E+02 -1.77706333E+02 -1.80435667E+02 -1.81431000E+02 
 -1.83992667E+02 -1.86023667E+02 -1.89490000E+02 -1.90027333E+02 -1.93114667E+02 -1.94041000E+02 -1.96935000E+02 -1.98235667E+02 -2.01185667E+02 -2.02234000E+02 
 -2.02809000E+02 -2.06345667E+02 -2.08197333E+02 -2.10202667E+02 -2.10677667E+02 -2.13370000E+02 -2.15406333E+02 -2.18988000E+02 -2.20623333E+02 -2.23083000E+02 
 -2.25682333E+02 -2.27844333E+02 -2.30053667E+02 -2.31069667E+02 -2.33833000E+02 -2.34310667E+02 -2.36420667E+02 -2.39428000E+02 -2.43103000E+02 -2.45734333E+02 
 -2.47161000E+02 -2.50873000E+02 -2.54598000E+02 -2.58947000E+02 -2.60776667E+02 -2.63462333E+02 -2.66788000E+02 -2.69931333E+02 -2.70472000E+02 -2.72735667E+02 
 -2.74109333E+02 -2.75787667E+02 -2.79575000E+02 -2.81543000E+02 -2.85690333E+02 -2.89172667E+02 -2.90937333E+02 -2.94547000E+02 -2.98647000E+02 -3.03780000E+02 
 -3.06023000E+02 -3.10056667E+02 -3.13190333E+02 -3.15754667E+02 -3.20686000E+02 -3.23451333E+02 -3.27272333E+02 -3.30921667E+02 -3.33932333E+02 -3.33691333E+02 
 -3.38678667E+02 -3.42611667E+02 -3.47102000E+02 -3.53149667E+02 -3.55507000E+02 -3.59445667E+02 -3.63328667E+02 -3.67601000E+02 -3.71902000E+02 -3.77716667E+02 
 -3.80513000E+02 -3.86855333E+02 -3.91275333E+02 -3.95822667E+02 -4.01328000E+02 -4.06400333E+02 -4.09017667E+02 -4.13410333E+02 -4.17472333E+02 -4.22232667E+02 
 -4.26966000E+02 -4.32463667E+02 -4.37531667E+02 -4.41887000E+02 -4.47710000E+02 -4.52672667E+02 -4.58699667E+02 -4.64281000E+02 -4.69016333E+02 -4.73859667E+02 
 -4.79028000E+02 -4.86138000E+02 -4.90329333E+02 -4.93539000E+02 -4.98421333E+02 -5.03617333E+02 -5.10111000E+02 -5.14476667E+02 -5.19709000E+02 -5.25030000E+02 
 -5.30871000E+02 -5.35224667E+02 -5.42522000E+02 -5.47360333E+02 -5.51546667E+02 -5.58354333E+02 -5.64154000E+02 -5.70630667E+02 -5.73973333E+02 -5.76297333E+02 
 -5.81306000E+02 -5.86638333E+02 -5.91953000E+02 -5.97884667E+02 -6.03741667E+02 -6.09722000E+02 -6.15031667E+02 -6.23143667E+02 -6.30580667E+02 -6.36963667E+02 
 -6.41037000E+02 -6.48239333E+02 -6.56383333E+02 -6.61231333E+02 -6.69256000E+02 -6.75160000E+02 -6.79325000E+02 -6.84640667E+02 -6.92166667E+02 -6.96578667E+02 
 -7.02131000E+02 -7.08620667E+02 -7.13790000E+02 -7.20382000E+02 -7.27121000E+02 -7.33451000E+02 -7.40350667E+02 -7.46461333E+02 -7.53871667E+02 -7.58324000E+02 
 -7.63498000E+02 -7.71684667E+02 -7.78834000E+02 -7.85878667E+02 -7.93272000E+02 -7.98831667E+02 -8.06396333E+02 -8.12954667E+02 -8.18713000E+02 -8.25877667E+02 
 -8.31633667E+02 -8.38902000E+02 -8.44780000E+02 -8.51137667E+02 -8.58602000E+02 -8.62449667E+02 -8.66736667E+02 -8.74917000E+02 -8.82134667E+02 -8.86936333E+02 
 -8.93914000E+02 -9.01909000E+02 -9.08538667E+02 -9.14235000E+02 -9.23295667E+02 -9.30054333E+02 -9.36406667E+02 -9.43032000E+02 -9.49936667E+02 -9.55963333E+02 
 -9.64282000E+02 -9.72635667E+02 -9.79700000E+02 -9.87306667E+02 -9.94742333E+02 -1.00088867E+03 -1.00599467E+03 -1.01314767E+03 -1.02022667E+03 -1.02744067E+03 
 -1.03636033E+03 -1.04186233E+03 -1.04976767E+03 -1.05482200E+03 -1.06245800E+03 -1.07006600E+03 -1.07464867E+03 -1.08054267E+03 -1.08803600E+03 -1.09396533E+03 
 -1.09914767E+03 -1.10633933E+03 -1.11314000E+03 -1.12011100E+03 -1.12676433E+03 -1.13352900E+03 -1.13756300E+03 -1.14293467E+03 -1.14959233E+03 -1.15424767E+03 
 -1.15938467E+03 -1.16540967E+03 -1.17184333E+03 -1.17841967E+03 -1.18604033E+03 -1.19208067E+03 -1.19756433E+03 -1.20438467E+03 -1.21039867E+03 -1.21328667E+03 
 -1.21958000E+03 -1.22707133E+03 -1.23350967E+03 -1.23966500E+03 -1.24372833E+03 -1.24900400E+03 -1.25427667E+03 -1.25957833E+03 -1.26341500E+03 -1.26884567E+03 
 -1.27368033E+03 -1.27820533E+03 -1.28447567E+03 -1.28965433E+03 -1.29456433E+03 -1.30004000E+03 -1.30481000E+03 -1.30879333E+03 -1.31365367E+03 -1.31856300E+03 
 -1.32183533E+03 -1.32595433E+03 -1.33168100E+03 -1.33598533E+03 -1.34056733E+03 -1.34538300E+03 -1.34978100E+03 -1.35480567E+03 -1.35954600E+03 -1.36321533E+03 
 -1.36644500E+03 -1.37071800E+03 -1.37446400E+03 -1.37919300E+03 -1.38348700E+03 -1.38831233E+03 -1.39161567E+03 -1.39543767E+03 -1.39848267E+03 -1.40345733E+03 
 -1.40670000E+03 -1.40991933E+03 -1.41405033E+03 -1.41802500E+03 -1.42177267E+03 -1.42681667E+03 -1.43066667E+03 -1.43488633E+03 -1.43720633E+03 -1.43929933E+03 
 -1.44234767E+03 -1.44529000E+03 -1.44883867E+03 -1.45041600E+03 -1.45300300E+03 -1.45598100E+03 -1.45764733E+03 -1.45983700E+03 -1.46398400E+03 -1.46732900E+03 
 -1.46875567E+03 -1.47293667E+03 -1.47501467E+03 -1.47769500E+03 -1.47982900E+03 -1.48304867E+03 -1.48617433E+03 -1.48844267E+03 -1.49036167E+03 -1.49221867E+03 
 -1.49474067E+03 -1.49683600E+03 -1.49915767E+03 -1.50160733E+03 -1.50312933E+03 -1.50523167E+03 -1.50672367E+03 -1.50925633E+03 -1.51135833E+03 -1.51290133E+03 
 -1.51465600E+03 -1.51665733E+03 -1.51758767E+03 -1.52036200E+03 -1.52203267E+03 -1.52373400E+03 -1.52471133E+03 -1.52563733E+03 -1.52762867E+03 -1.52935133E+03 
 -1.53081433E+03 -1.53379367E+03 -1.53551700E+03 -1.53725333E+03 -1.53894700E+03 -1.54003133E+03 -1.54219633E+03 -1.54328500E+03 -1.54553200E+03 -1.54680100E+03 
 -1.54859200E+03 -1.54971167E+03 -1.55117800E+03 -1.55225233E+03 -1.55316600E+03 -1.55458100E+03 -1.55594167E+03 -1.55769933E+03 -1.55908333E+03 -1.55924333E+03 
 -1.55981367E+03 -1.56191333E+03 -1.56305700E+03 -1.56392533E+03 -1.56440167E+03 -1.56543033E+03 -1.56606367E+03 -1.56622767E+03 -1.56672200E+03 -1.56802800E+03 
 -1.56932833E+03 -1.57038767E+03 -1.57121800E+03 -1.57153800E+03 -1.57249300E+03 -1.57347633E+03 -1.57310267E+03 -1.57442167E+03 -1.57442367E+03 -1.57472967E+03 
 -1.57601467E+03 -1.57686000E+03 -1.57748167E+03 -1.57814000E+03 -1.57839133E+03 -1.57875833E+03 -1.57876067E+03 -1.57949567E+03 -1.58099133E+03 -1.58174867E+03 
 -1.58185300E+03 -1.58250300E+03 -1.58257767E+03 -1.58351567E+03 -1.58404767E+03 -1.58501933E+03 -1.58522700E+03 -1.58558033E+03 -1.58606433E+03 -1.58704467E+03 
