  0.00000000E+00 -6.71323333E+01 -8.13300000E+01 -8.80306667E+01 -9.51753333E+01 -9.96950000E+01 -1.02656333E+02 -1.05743667E+02 -1.07579667E+02 -1.08868333E+02 -1.07891000E+02 -1.10765333E+02 -1.09360000E+02 -1.12532000E+02 -1.10659667E+02 -1.11718667E+02 -1.11029667E+02 -1.10837000E+02 -1.07593667E+02 -1.09953333E+02 -1.08255000E+02 -1.11265333E+02 -1.11598333E+02 -1.12140333E+02 -1.11846333E+02 
 -1.14280000E+02 -1.14772667E+02 -1.16146667E+02 -1.16310667E+02 -1.16903000E+02 -1.16348333E+02 -1.18470333E+02 -1.17909000E+02 -1.19515333E+02 -1.15398333E+02 -1.16500000E+02 -1.18067000E+02 -1.18220000E+02 -1.17104333E+02 -1.15501667E+02 -1.14769667E+02 -1.16514667E+02 -1.18036000E+02 -1.15154333E+02 -1.16869333E+02 -1.18287333E+02 -1.15178667E+02 -1.17706000E+02 -1.16934667E+02 -1.17861667E+02 
 -1.15979667E+02 -1.18513000E+02 -1.18653667E+02 -1.18251667E+02 -1.19567000E+02 -1.19960333E+02 -1.19336667E+02 -1.19564667E+02 -1.19865000E+02 -1.20493667E+02 -1.21206333E+02 -1.21156000E+02 -1.19306000E+02 -1.18406333E+02 -1.19463333E+02 -1.19317000E+02 -1.19966000E+02 -1.21270333E+02 -1.20284333E+02 -1.20142333E+02 -1.20813333E+02 -1.21118333E+02 -1.19826667E+02 -1.20263000E+02 -1.20663000E+02 
 -1.21600000E+02 -1.21872667E+02 -1.22551000E+02 -1.23125333E+02 -1.26174667E+02 -1.25121667E+02 -1.25028000E+02 -1.25739333E+02 -1.22859333E+02 -1.24687333E+02 -1.23869667E+02 -1.26039667E+02 -1.27983667E+02 -1.26193667E+02 -1.27780333E+02 -1.27293667E+02 -1.26823000E+02 -1.27040667E+02 -1.24912333E+02 -1.25760000E+02 -1.24182667E+02 -1.27005667E+02 -1.26038667E+02 -1.25765667E+02 -1.24697333E+02 
 -1.24738667E+02 -1.27456667E+02 -1.27226667E+02 -1.26223000E+02 -1.27771667E+02 -1.28408333E+02 -1.28354000E+02 -1.29545333E+02 -1.29526000E+02 -1.31138333E+02 -1.30389667E+02 -1.28745000E+02 -1.31009667E+02 -1.30044333E+02 -1.30766000E+02 -1.30152667E+02 -1.32998000E+02 -1.34839667E+02 -1.34704000E+02 -1.33826000E+02 -1.35502667E+02 -1.35051333E+02 -1.33369333E+02 -1.34935333E+02 -1.34437667E+02 
 -1.34943667E+02 -1.36027000E+02 -1.37210000E+02 -1.35402333E+02 -1.35549333E+02 -1.36880667E+02 -1.38304000E+02 -1.39145000E+02 -1.38646667E+02 -1.40366333E+02 -1.39525000E+02 -1.40221333E+02 -1.39609000E+02 -1.40435667E+02 -1.40151333E+02 -1.38961000E+02 -1.38645667E+02 -1.37787667E+02 -1.36424333E+02 -1.37817000E+02 -1.36242333E+02 -1.39535000E+02 -1.37765667E+02 -1.39750333E+02 -1.38590000E+02 
 -1.40691667E+02 -1.41406667E+02 -1.43234333E+02 -1.44382667E+02 -1.43394000E+02 -1.43843667E+02 -1.42487667E+02 -1.42800000E+02 -1.43324667E+02 -1.44865333E+02 -1.46891333E+02 -1.48408000E+02 -1.48133333E+02 -1.47898000E+02 -1.45734000E+02 -1.46716000E+02 -1.46757000E+02 -1.47564000E+02 -1.45819000E+02 -1.44366333E+02 -1.47111000E+02 -1.46987000E+02 -1.47857000E+02 -1.47201000E+02 -1.47201333E+02 
 -1.46768000E+02 -1.46344667E+02 -1.47420000E+02 -1.48573000E+02 -1.49251000E+02 -1.50028667E+02 -1.52225667E+02 -1.51063333E+02 -1.51773667E+02 -1.52424667E+02 -1.53385333E+02 -1.53897333E+02 -1.54309000E+02 -1.55641667E+02 -1.54258333E+02 -1.56891000E+02 -1.54803000E+02 -1.53333333E+02 -1.53667667E+02 -1.54515667E+02 -1.50999000E+02 -1.53820667E+02 -1.52989333E+02 -1.49563667E+02 -1.49321667E+02 
 -1.48565333E+02 -1.52328667E+02 -1.51602000E+02 -1.52410667E+02 -1.52789333E+02 -1.52925667E+02 -1.55229000E+02 -1.54585000E+02 -1.55740667E+02 -1.56077333E+02 -1.57069667E+02 -1.59539667E+02 -1.59420000E+02 -1.61486000E+02 -1.63225667E+02 -1.60802000E+02 -1.61014000E+02 -1.57867000E+02 -1.57303333E+02 -1.56931333E+02 -1.56328667E+02 -1.57408000E+02 -1.55875667E+02 -1.57177667E+02 -1.58831333E+02 
 -1.59182333E+02 -1.62410667E+02 -1.63337333E+02 -1.63405000E+02 -1.65111333E+02 -1.68030333E+02 -1.67662000E+02 -1.67654000E+02 -1.67551667E+02 -1.65586000E+02 -1.65908000E+02 -1.67776667E+02 -1.67479667E+02 -1.67780667E+02 -1.67070667E+02 -1.68416667E+02 -1.68780667E+02 -1.68790000E+02 -1.69464333E+02 -1.65559000E+02 -1.67204333E+02 -1.67290333E+02 -1.68259667E+02 -1.67511667E+02 -1.66773000E+02 
 -1.67680667E+02 -1.69707667E+02 -1.70705333E+02 -1.74108000E+02 -1.73342333E+02 -1.72279333E+02 -1.72693000E+02 -1.74390000E+02 -1.74008333E+02 -1.73977667E+02 -1.73507333E+02 -1.75712667E+02 -1.75163000E+02 -1.74493333E+02 -1.76948333E+02 -1.80451333E+02 -1.76179667E+02 -1.75010333E+02 -1.75737333E+02 -1.75321000E+02 -1.75763333E+02 -1.77394667E+02 -1.78281667E+02 -1.77023333E+02 -1.77266333E+02 
 -1.75632667E+02 -1.78745333E+02 -1.78844000E+02 -1.77821000E+02 -1.80765333E+02 -1.85277000E+02 -1.83215333E+02 -1.85647333E+02 -1.85101333E+02 -1.85864333E+02 -1.86179000E+02 -1.87405667E+02 -1.86074333E+02 -1.84788000E+02 -1.85475333E+02 -1.85369000E+02 -1.84664000E+02 -1.84152667E+02 -1.86686667E+02 -1.84911667E+02 -1.86892000E+02 -1.85094000E+02 -1.86322667E+02 -1.86474000E+02 -1.87209000E+02 
 -1.88389333E+02 -1.89366333E+02 -1.90755667E+02 -1.91321333E+02 -1.92609000E+02 -1.96190667E+02 -1.92455333E+02 -1.94186333E+02 -1.93854000E+02 -1.95289000E+02 -1.96164667E+02 -1.98297667E+02 -1.99999333E+02 -1.99968333E+02 -2.03479333E+02 -2.00342333E+02 -2.02889000E+02 -2.01324333E+02 -1.99122333E+02 -2.00433000E+02 -1.98649000E+02 -1.97965333E+02 -1.97729000E+02 -1.98041000E+02 -1.98983333E+02 
