      0.00000000      0.20833333      0.25833333      0.28333333      0.40000000      0.30833333      0.27500000      0.30833333      0.41666667      0.40833333 
      0.30833333      0.31666667      0.31666667      0.40833333      0.51666667      0.43333333      0.39166667      0.31666667      0.22500000      0.32500000 
      0.29166667      0.39166667      0.39166667      0.45833333      0.44166667      0.52500000      0.38333333      0.40000000      0.53333333      0.34166667 
      0.36666667      0.43333333      0.36666667      0.34166667      0.35833333      0.25833333      0.37500000      0.27500000      0.32500000      0.24166667 
      0.33333333      0.38333333      0.35000000      0.47500000      0.40000000      0.43333333      0.33333333      0.38333333      0.40833333      0.26666667 
      0.40833333      0.38333333      0.50833333      0.44166667      0.43333333      0.41666667      0.39166667      0.35833333      0.35833333      0.45000000 
      0.41666667      0.45000000      0.44166667      0.40833333      0.35833333      0.35000000      0.40833333      0.38333333      0.36666667      0.50833333 
      0.36666667      0.54166667      0.51666667      0.48333333      0.48333333      0.58333333      0.50833333      0.35000000      0.35833333      0.33333333 
      0.26666667      0.41666667      0.38333333      0.49166667      0.40833333      0.44166667      0.44166667      0.45000000      0.50833333      0.39166667 
      0.50833333      0.33333333      0.46666667      0.37500000      0.35000000      0.35000000      0.40000000      0.45833333      0.54166667      0.45000000 
      0.47500000      0.51666667      0.50833333      0.54166667      0.53333333      0.65000000      0.61666667      0.66666667      0.66666667      0.66666667 
      0.54166667      0.59166667      0.57500000      0.43333333      0.50833333      0.46666667      0.67500000      0.59166667      0.50833333      0.59166667 
      0.53333333      0.58333333      0.48333333      0.59166667      0.57500000      0.41666667      0.60000000      0.61666667      0.60000000      0.65000000 
      0.56666667      0.67500000      0.55833333      0.64166667      0.66666667      0.67500000      0.45833333      0.63333333      0.65833333      0.60000000 
      0.57500000      0.55833333      0.75833333      0.58333333      0.74166667      0.60000000      0.50000000      0.41666667      0.46666667      0.42500000 
      0.57500000      0.52500000      0.53333333      0.70833333      0.67500000      0.70833333      0.79166667      0.75000000      0.72500000      0.65833333 
      0.68333333      0.60833333      0.70833333      0.60000000      0.60000000      0.56666667      0.61666667      0.55833333      0.60833333      0.50833333 
      0.47500000      0.46666667      0.45000000      0.60833333      0.58333333      0.61666667      0.73333333      0.63333333      0.64166667      0.80000000 
      0.80000000      0.74166667      0.55000000      0.70000000      0.78333333      0.60000000      0.50000000      0.63333333      0.62500000      0.55000000 
      0.57500000      0.66666667      0.83333333      0.95000000      0.85833333      0.85833333      0.89166667      0.99166667      1.05000000      0.98333333 
      0.86666667      1.00000000      1.05000000      1.01666667      0.89166667      0.85833333      0.91666667      0.84166667      0.90833333      0.97500000 
      0.95833333      0.85000000      1.05000000      0.96666667      0.97500000      0.93333333      0.69166667      0.88333333      0.88333333      0.96666667 
      0.91666667      0.97500000      1.05833333      1.07500000      1.06666667      0.96666667      1.00833333      1.10000000      0.88333333      1.01666667 
      1.00833333      0.95000000      1.15833333      1.12500000      0.99166667      1.06666667      1.01666667      1.00833333      0.99166667      1.10000000 
      1.25000000      1.16666667      1.12500000      1.15000000      1.11666667      0.94166667      1.00000000      1.00833333      1.06666667      1.17500000 
      1.22500000      1.34166667      1.30000000      1.12500000      1.13333333      1.10000000      1.12500000      1.10000000      1.05833333      1.03333333 
      0.94166667      0.95000000      1.13333333      1.06666667      1.25833333      0.98333333      1.00000000      0.97500000      1.06666667      1.13333333 
      1.10000000      1.22500000      1.29166667      1.33333333      1.39166667      1.36666667      1.45000000      1.47500000      1.53333333      1.60000000 
      1.72500000      1.73333333      1.50000000      1.43333333      1.46666667      1.63333333      1.61666667      1.64166667      1.85000000      1.94166667 
      1.71666667      1.71666667      1.60833333      1.77500000      1.85833333      1.76666667      1.71666667      1.80000000      1.75833333      1.70833333 
      1.72500000      1.62500000      1.90000000      1.72500000      1.74166667      1.70833333      1.69166667      1.85833333      1.90833333      2.17500000 
      2.14166667      2.15000000      2.23333333      2.32500000      2.52500000      2.51666667      2.53333333      2.51666667      2.55833333      2.40833333 
      2.55833333      2.52500000      2.53333333      2.60000000      2.64166667      2.66666667      2.53333333      2.55000000      2.35000000      2.30833333 
      2.46666667      2.42500000      2.45833333      2.57500000      2.43333333      2.51666667      2.65833333      2.61666667      2.65833333      2.65000000 
      2.61666667      2.62500000      2.59166667      2.65833333      2.55833333      2.55833333      2.65833333      2.55833333      2.59166667      2.73333333 
      2.75833333      2.79166667      2.82500000      2.91666667      3.00000000      2.95833333      2.96666667      2.87500000      2.86666667      2.85000000 
      2.96666667      3.06666667      2.92500000      2.93333333      2.93333333      2.89166667      2.62500000      2.58333333      2.50833333      2.63333333 
      2.66666667      2.78333333      2.69166667      2.79166667      2.75000000      2.75833333      2.92500000      2.75000000      2.75000000      2.81666667 
      2.61666667      2.61666667      2.55000000      2.80833333      2.87500000      3.01666667      3.14166667      3.22500000      3.13333333      3.20833333 
      3.36666667      3.41666667      3.37500000      3.57500000      3.68333333      3.72500000      3.72500000      3.60833333      3.72500000      3.73333333 
      3.93333333      4.00000000      4.05833333      3.98333333      4.14166667      4.23333333      4.32500000      4.12500000      4.20833333      4.15000000 
      4.23333333      4.15833333      4.10000000      4.19166667      4.10000000      4.14166667      4.35000000      4.28333333      4.35000000      4.54166667 
      4.48333333      4.69166667      4.60833333      4.75833333      4.78333333      4.88333333      4.94166667      4.93333333      4.81666667      5.04166667 
      5.08333333      4.82500000      4.98333333      5.05000000      5.18333333      5.42500000      5.26666667      5.06666667      5.13333333      5.29166667 
      5.38333333      5.43333333      5.66666667      5.77500000      5.93333333      6.09166667      6.12500000      5.90833333      6.13333333      6.32500000 
      6.35000000      6.41666667      6.44166667      6.40833333      6.40833333      6.47500000      6.44166667      6.65000000      6.48333333      6.45833333 
      6.55833333      6.60833333      6.52500000      6.69166667      6.77500000      6.75833333      6.75833333      6.88333333      6.76666667      6.78333333 
      6.90000000      6.85000000      6.71666667      6.74166667      6.86666667      6.91666667      6.95000000      7.15833333      7.03333333      7.03333333 
      7.01666667      6.96666667      7.06666667      7.11666667      7.08333333      7.20833333      7.28333333      7.35833333      7.51666667      7.66666667 
      7.70000000      7.74166667      7.90000000      7.96666667      7.94166667      8.00000000      8.16666667      8.20833333      8.02500000      7.97500000 
      8.10000000      8.24166667      8.24166667      8.37500000      8.42500000      8.64166667      8.53333333      8.52500000      8.52500000      8.48333333 
