      0.00000000     35.25000000     39.80000000     37.30000000     38.00000000     37.20000000     39.23333333     37.03333333     36.85000000     37.53333333     37.01666667     38.26666667     36.65000000     37.71666667     38.21666667     38.11666667     39.40000000     38.10000000     39.68333333     39.76666667     38.10000000     38.31666667     38.81666667     38.33333333     37.30000000 
     36.78333333     40.66666667     40.10000000     40.03333333     41.20000000     37.91666667     40.03333333     40.53333333     38.76666667     39.76666667     40.55000000     38.15000000     38.80000000     40.85000000     39.76666667     39.88333333     40.91666667     39.18333333     39.21666667     40.23333333     39.50000000     40.06666667     39.38333333     39.03333333     40.86666667 
     40.71666667     41.96666667     42.95000000     43.33333333     42.00000000     41.60000000     40.03333333     44.03333333     41.28333333     39.86666667     42.98333333     41.71666667     41.06666667     42.50000000     41.60000000     42.01666667     42.26666667     41.81666667     42.88333333     42.20000000     41.78333333     41.76666667     41.65000000     42.60000000     42.76666667 
     40.81666667     43.38333333     43.45000000     44.68333333     44.26666667     46.96666667     45.18333333     45.05000000     44.50000000     43.78333333     45.51666667     44.40000000     43.75000000     45.36666667     44.55000000     44.48333333     45.38333333     43.46666667     44.71666667     44.43333333     44.33333333     44.50000000     45.53333333     42.85000000     44.66666667 
     43.98333333     47.20000000     47.65000000     45.58333333     46.96666667     45.13333333     46.48333333     45.11666667     47.43333333     45.00000000     47.76666667     48.96666667     45.63333333     46.21666667     47.88333333     46.98333333     47.71666667     48.35000000     45.53333333     46.83333333     46.78333333     46.68333333     45.78333333     47.58333333     48.23333333 
     47.01666667     48.06666667     48.95000000     48.58333333     48.86666667     47.71666667     47.60000000     49.01666667     50.58333333     49.80000000     49.66666667     48.50000000     48.60000000     49.01666667     48.11666667     50.10000000     48.21666667     49.35000000     48.93333333     49.88333333     50.08333333     49.66666667     47.33333333     50.65000000     48.68333333 
     49.35000000     52.36666667     52.68333333     51.38333333     51.20000000     52.46666667     52.43333333     52.08333333     51.93333333     53.28333333     50.73333333     51.83333333     52.45000000     52.51666667     52.96666667     52.25000000     51.65000000     52.48333333     52.16666667     51.61666667     53.00000000     52.95000000     50.73333333     51.21666667     52.46666667 
     51.51666667     54.08333333     55.53333333     54.16666667     55.00000000     54.28333333     55.95000000     55.26666667     55.86666667     54.65000000     56.20000000     55.78333333     56.28333333     55.15000000     57.40000000     57.03333333     56.13333333     54.45000000     56.00000000     53.51666667     55.81666667     56.48333333     56.46666667     55.28333333     57.21666667 
     56.26666667     58.33333333     57.71666667     58.90000000     58.46666667     58.75000000     58.26666667     59.86666667     59.40000000     57.81666667     58.28333333     57.33333333     59.55000000     58.18333333     57.73333333     58.90000000     58.18333333     58.15000000     58.06666667     57.15000000     57.78333333     57.20000000     57.15000000     58.36666667     57.80000000 
     59.11666667     61.61666667     60.88333333     62.21666667     61.56666667     61.70000000     63.88333333     61.40000000     61.98333333     62.45000000     60.90000000     60.70000000     61.65000000     60.75000000     60.68333333     61.36666667     62.41666667     60.48333333     59.86666667     61.38333333     60.83333333     61.26666667     60.88333333     63.05000000     60.26666667 
     59.81666667     62.70000000     63.76666667     66.83333333     66.98333333     67.55000000     66.48333333     65.38333333     63.61666667     63.88333333     64.55000000     62.55000000     64.66666667     67.06666667     66.55000000     64.00000000     65.81666667     64.41666667     64.81666667     63.15000000     65.75000000     64.26666667     66.30000000     65.66666667     65.53333333 
     64.45000000     67.66666667     68.08333333     67.86666667     69.70000000     70.38333333     66.96666667     69.20000000     68.06666667     69.91666667     70.83333333     69.81666667     69.85000000     67.60000000     68.10000000     68.68333333     69.30000000     68.98333333     68.05000000     67.26666667     69.31666667     68.60000000     68.23333333     66.90000000     70.48333333 
     67.38333333     72.65000000     73.68333333     72.63333333     73.85000000     72.66666667     75.31666667     73.90000000     72.83333333     73.13333333     72.45000000     73.65000000     72.48333333     71.58333333     74.05000000     72.88333333     73.35000000     72.95000000     73.40000000     72.68333333     71.91666667     74.25000000     74.83333333     73.65000000     74.35000000 
     72.36666667     75.40000000     78.53333333     77.90000000     80.45000000     79.06666667     79.51666667     79.05000000     80.13333333     78.11666667     78.71666667     78.15000000     78.76666667     78.68333333     79.05000000     76.80000000     79.45000000     77.30000000     79.08333333     79.73333333     76.90000000     76.58333333     75.65000000     78.10000000     77.25000000 
     77.18333333     81.73333333     82.55000000     82.93333333     83.20000000     82.38333333     82.06666667     83.88333333     82.75000000     82.33333333     81.60000000     83.05000000     83.73333333     83.66666667     82.86666667     83.00000000     81.80000000     84.53333333     82.61666667     84.26666667     82.55000000     84.36666667     84.58333333     84.30000000     82.90000000 
     81.21666667     86.45000000     86.05000000     88.61666667     87.70000000     86.88333333     90.11666667     87.81666667     91.55000000     89.05000000     87.98333333     89.68333333     87.25000000     88.33333333     89.25000000     88.56666667     89.76666667     87.95000000     87.53333333     88.36666667     89.35000000     87.61666667     87.86666667     87.51666667     88.18333333 
     87.70000000     92.51666667     97.80000000     94.71666667     95.95000000     95.31666667     95.33333333     97.31666667     96.88333333     94.98333333     94.46666667     92.03333333     93.55000000     94.35000000     96.13333333     95.36666667     92.65000000     93.10000000     94.01666667     94.78333333     96.51666667     95.55000000     95.01666667     93.15000000     94.13333333 
     94.46666667     97.08333333    100.23333333     98.21666667     99.18333333     98.90000000    101.28333333     99.73333333     99.35000000    101.00000000    101.40000000     98.51666667     98.93333333     99.50000000     99.26666667    101.01666667     99.71666667     98.10000000     96.86666667    100.55000000     99.78333333    100.20000000    101.55000000    100.70000000    100.48333333 
    103.81666667    107.81666667    108.80000000    105.45000000    106.26666667    108.71666667    106.81666667    108.70000000    107.06666667    109.35000000    110.40000000    108.43333333    109.01666667    108.83333333    109.36666667    109.05000000    106.41666667    108.66666667    109.90000000    109.48333333    107.70000000    107.95000000    107.80000000    108.51666667    108.41666667 
    108.78333333    110.91666667    114.96666667    115.35000000    115.73333333    114.83333333    113.63333333    113.56666667    116.91666667    115.95000000    117.71666667    115.45000000    116.15000000    116.45000000    115.00000000    115.16666667    116.46666667    115.16666667    113.60000000    114.08333333    114.03333333    113.58333333    117.30000000    116.26666667    115.78333333 
    117.25000000    119.38333333    119.05000000    119.43333333    120.06666667    121.66666667    124.11666667    122.91666667    123.46666667    126.06666667    125.36666667    125.56666667    125.41666667    125.21666667    126.36666667    126.53333333    125.38333333    124.05000000    124.65000000    125.68333333    122.95000000    123.33333333    124.13333333    123.66666667    126.48333333 
