      0.00000000     46.31666667     47.81666667     48.33333333     48.42500000     48.32500000     48.20833333     49.05833333     46.51666667     47.99166667     47.79166667     47.71666667     47.58333333     47.65833333     46.81666667     48.33333333     47.65000000     46.98333333     47.16666667     48.10000000     48.53333333     47.01666667     46.65833333     46.83333333     48.89166667     47.95833333     46.95000000     49.43333333     46.96666667     45.70833333     47.30833333     46.74166667     47.17500000     47.87500000     48.16666667     47.02500000     47.69166667     47.39166667     47.98333333     48.95833333     48.13333333     48.37500000     46.95833333     48.02500000     47.76666667     47.98333333     48.45833333     48.50000000     48.10833333     47.35000000 
     47.45833333     47.52500000     48.75000000     48.97500000     48.36666667     48.87500000     47.69166667     48.19166667     49.05833333     48.89166667     48.55000000     48.43333333     47.73333333     48.57500000     48.07500000     48.36666667     47.80833333     48.99166667     48.62500000     48.21666667     49.03333333     48.39166667     48.60000000     48.20833333     49.25000000     48.04166667     47.91666667     48.93333333     49.57500000     48.75833333     47.56666667     48.25833333     48.91666667     49.80000000     47.75000000     47.95833333     49.77500000     48.78333333     48.40000000     49.15833333     47.92500000     47.34166667     48.76666667     48.50000000     48.47500000     48.47500000     49.25833333     48.95000000     48.20000000     48.67500000 
     48.25833333     49.74166667     48.74166667     50.22500000     49.50000000     49.10833333     48.34166667     49.24166667     49.58333333     50.00833333     49.03333333     48.91666667     49.54166667     50.05833333     49.48333333     49.11666667     49.58333333     49.65833333     49.80000000     48.88333333     48.55833333     48.44166667     48.97500000     48.78333333     48.80833333     49.56666667     49.42500000     47.54166667     49.66666667     48.75000000     49.96666667     49.85833333     49.24166667     48.60000000     48.89166667     49.47500000     50.26666667     49.76666667     49.80000000     48.91666667     48.50000000     48.45833333     49.28333333     49.66666667     50.26666667     49.60833333     49.64166667     49.22500000     49.07500000     49.32500000 
     49.49166667     49.57500000     50.65833333     49.33333333     50.75000000     50.25833333     49.44166667     50.14166667     49.87500000     50.20833333     49.25000000     48.50000000     49.39166667     50.21666667     50.15833333     49.40000000     50.02500000     50.28333333     50.58333333     49.65000000     50.90000000     49.19166667     50.66666667     50.34166667     50.74166667     50.83333333     50.34166667     49.41666667     49.66666667     49.36666667     49.98333333     49.12500000     50.40833333     48.86666667     50.07500000     50.52500000     49.98333333     49.58333333     49.65833333     50.20000000     50.13333333     50.10000000     50.82500000     49.88333333     50.69166667     50.60833333     49.78333333     50.05000000     49.77500000     50.00833333 
     48.91666667     51.35833333     50.24166667     49.68333333     50.89166667     51.99166667     52.16666667     50.37500000     51.20000000     50.17500000     51.36666667     50.77500000     50.40833333     50.60833333     50.48333333     49.85833333     51.50000000     50.09166667     51.35833333     50.42500000     50.36666667     49.60833333     50.65000000     49.99166667     50.80000000     50.48333333     50.29166667     49.25833333     51.14166667     51.50000000     50.74166667     49.65833333     50.79166667     50.81666667     51.75000000     50.96666667     50.50833333     50.46666667     49.86666667     51.61666667     49.45000000     50.13333333     50.65000000     51.05000000     50.30833333     50.24166667     50.34166667     51.12500000     50.18333333     50.65833333 
     50.81666667     49.98333333     51.10000000     51.47500000     51.36666667     50.82500000     51.67500000     50.89166667     51.32500000     51.10000000     51.31666667     51.72500000     50.45833333     50.76666667     51.54166667     51.85000000     51.58333333     50.92500000     52.43333333     51.10000000     50.85833333     51.33333333     50.31666667     51.41666667     51.61666667     51.60833333     51.67500000     50.52500000     50.43333333     51.86666667     51.23333333     51.32500000     52.27500000     51.17500000     50.90833333     52.09166667     50.70833333     50.83333333     52.08333333     51.08333333     52.34166667     51.20000000     51.98333333     50.68333333     52.74166667     50.27500000     51.44166667     52.20833333     51.48333333     51.49166667 
     51.49166667     52.93333333     52.20833333     52.29166667     52.33333333     51.93333333     52.52500000     52.06666667     51.92500000     52.38333333     52.95000000     52.24166667     51.98333333     52.41666667     51.77500000     52.15833333     52.50833333     52.35833333     51.38333333     51.19166667     51.13333333     52.38333333     51.35000000     50.61666667     51.90833333     52.66666667     52.06666667     51.95000000     52.48333333     51.76666667     52.11666667     51.58333333     51.79166667     53.53333333     52.47500000     51.42500000     52.71666667     51.81666667     52.99166667     52.27500000     53.49166667     52.50000000     51.52500000     51.61666667     51.77500000     52.92500000     51.65833333     51.74166667     52.00833333     51.30833333 
     51.98333333     52.85000000     52.15833333     53.15000000     52.65833333     53.20833333     52.60000000     51.44166667     52.95000000     53.57500000     53.23333333     53.58333333     53.25000000     51.74166667     51.99166667     53.40000000     53.25000000     52.76666667     52.08333333     53.61666667     53.31666667     53.90000000     52.60833333     53.33333333     52.59166667     52.60000000     52.65833333     52.10833333     53.82500000     53.64166667     53.89166667     53.27500000     52.79166667     52.70000000     53.05833333     53.28333333     52.50000000     52.50833333     53.09166667     53.02500000     52.77500000     53.20000000     53.37500000     53.60000000     52.25000000     51.87500000     53.15000000     53.29166667     52.75000000     54.85000000 
     52.83333333     54.14166667     52.80000000     53.73333333     53.31666667     54.12500000     54.11666667     53.67500000     54.09166667     52.95000000     53.61666667     53.34166667     54.14166667     54.05000000     53.85000000     54.14166667     53.15000000     53.33333333     53.61666667     53.47500000     52.79166667     54.33333333     54.54166667     54.09166667     53.44166667     54.04166667     55.09166667     53.14166667     54.12500000     53.60833333     53.40000000     55.23333333     53.65000000     52.45000000     53.67500000     52.71666667     53.50833333     53.25000000     54.41666667     53.55833333     54.13333333     54.05000000     53.35000000     53.44166667     53.04166667     54.53333333     53.53333333     52.85833333     53.90000000     53.70833333 
     54.18333333     53.60833333     53.91666667     54.88333333     54.58333333     54.71666667     54.52500000     55.16666667     54.20000000     54.64166667     53.18333333     53.25000000     54.30833333     55.40000000     54.73333333     54.16666667     55.32500000     54.54166667     54.20833333     55.09166667     54.03333333     54.16666667     54.28333333     55.05833333     53.89166667     53.65833333     54.32500000     54.18333333     54.65833333     53.25000000     54.60000000     54.63333333     53.83333333     54.06666667     54.43333333     54.95833333     54.34166667     53.56666667     53.90833333     55.15833333     55.28333333     53.82500000     53.95833333     53.89166667     53.66666667     54.38333333     53.51666667     55.20000000     53.89166667     54.63333333 
     54.55833333     56.15833333     55.84166667     54.49166667     55.50833333     54.14166667     55.50833333     55.85833333     54.75833333     55.31666667     55.99166667     55.95000000     55.15000000     54.48333333     55.47500000     54.74166667     54.65833333     55.07500000     55.41666667     55.34166667     55.72500000     55.15000000     54.76666667     55.06666667     56.45833333     56.22500000     56.05000000     54.48333333     54.61666667     56.24166667     55.48333333     55.01666667     55.40833333     55.24166667     55.33333333     55.89166667     54.00833333     56.51666667     54.26666667     55.05833333     55.31666667     54.60000000     54.96666667     54.20833333     54.73333333     55.45833333     54.23333333     55.65000000     54.42500000     54.75833333 
     55.00833333     56.49166667     56.40000000     55.70833333     57.37500000     55.70000000     55.60833333     56.91666667     56.68333333     55.97500000     56.63333333     56.44166667     55.53333333     56.10833333     55.75000000     55.85000000     56.77500000     55.29166667     56.56666667     57.16666667     58.00833333     55.53333333     56.65833333     55.33333333     55.15000000     56.27500000     55.60000000     56.48333333     55.94166667     56.90833333     56.45000000     55.85833333     55.09166667     57.55833333     57.08333333     56.06666667     57.13333333     56.48333333     55.25833333     56.77500000     55.44166667     56.21666667     56.75833333     55.73333333     56.05833333     55.40833333     56.09166667     57.20000000     55.24166667     56.73333333 
