  0.00000000E+00 -1.04211333E+02 -1.08324000E+02 -1.10420000E+02 -1.10453333E+02 -1.11521333E+02 -1.09531000E+02 -1.11788333E+02 -1.10866667E+02 -1.11406000E+02 -1.10740333E+02 -1.10449667E+02 -1.10757000E+02 -1.10996667E+02 -1.10825000E+02 -1.10651667E+02 -1.12121333E+02 -1.14073667E+02 -1.11784000E+02 -1.12527000E+02 -1.12051667E+02 -1.10463333E+02 -1.08086667E+02 -1.12246000E+02 -1.11344000E+02 -1.10899000E+02 -1.10204333E+02 -1.13831000E+02 -1.11500667E+02 -1.11286667E+02 -1.10093667E+02 -1.12855000E+02 -1.09980667E+02 -1.11884333E+02 -1.10009333E+02 -1.10607000E+02 -1.14159667E+02 -1.12423667E+02 -1.08609667E+02 -1.10642667E+02 -1.13052000E+02 -1.13193333E+02 -1.11882667E+02 -1.08936000E+02 -1.09517333E+02 -1.11947333E+02 -1.12350333E+02 -1.11534000E+02 -1.12088667E+02 -1.13726333E+02 -1.12574333E+02 -1.10920667E+02 -1.10208667E+02 -1.12162000E+02 -1.10113333E+02 -1.08715333E+02 -1.10311667E+02 -1.12051000E+02 -1.11175333E+02 -1.11334333E+02 -1.09732667E+02 -1.09862000E+02 -1.13440333E+02 -1.12907667E+02 -1.08851333E+02 -1.12767333E+02 -1.09869000E+02 -1.13712333E+02 -1.11458000E+02 -1.12798333E+02 -1.11708333E+02 -1.11314000E+02 -1.10397667E+02 -1.08615667E+02 -1.11848667E+02 -1.13095667E+02 -1.11872000E+02 -1.10263333E+02 -1.11940667E+02 -1.12657000E+02 -1.12997333E+02 -1.11745333E+02 -1.09890000E+02 -1.12475667E+02 -1.12533333E+02 -1.12175000E+02 -1.10079333E+02 -1.10373333E+02 -1.14705667E+02 -1.14686667E+02 -1.11829000E+02 -1.09574333E+02 -1.09098667E+02 -1.08461667E+02 -1.11127000E+02 -1.12708333E+02 -1.11746000E+02 -1.09736000E+02 -1.10010333E+02 -1.09778333E+02 
 -1.12308333E+02 -1.11640667E+02 -1.17330000E+02 -1.15715667E+02 -1.13165333E+02 -1.13481333E+02 -1.15086667E+02 -1.16630000E+02 -1.15166000E+02 -1.18695667E+02 -1.16178000E+02 -1.16183333E+02 -1.16337667E+02 -1.16042333E+02 -1.16976333E+02 -1.14171000E+02 -1.14132333E+02 -1.17466000E+02 -1.14880000E+02 -1.15558000E+02 -1.18212000E+02 -1.14757667E+02 -1.15205000E+02 -1.16715667E+02 -1.16231667E+02 -1.17455333E+02 -1.15615333E+02 -1.15141333E+02 -1.15359333E+02 -1.14966000E+02 -1.16236333E+02 -1.18170333E+02 -1.15645667E+02 -1.14608667E+02 -1.15698667E+02 -1.18021000E+02 -1.17094000E+02 -1.16407667E+02 -1.16231000E+02 -1.13033000E+02 -1.12502333E+02 -1.14424333E+02 -1.14824667E+02 -1.13788667E+02 -1.15640000E+02 -1.17131333E+02 -1.14774667E+02 -1.15931000E+02 -1.16754333E+02 -1.16724333E+02 -1.18589667E+02 -1.16147667E+02 -1.17611000E+02 -1.16640000E+02 -1.18492667E+02 -1.16395333E+02 -1.14214667E+02 -1.16421333E+02 -1.14626000E+02 -1.13941333E+02 -1.16838000E+02 -1.15628000E+02 -1.14936333E+02 -1.15355000E+02 -1.14978000E+02 -1.13328333E+02 -1.14709667E+02 -1.15459333E+02 -1.15387333E+02 -1.16764333E+02 -1.13535667E+02 -1.12746333E+02 -1.17226667E+02 -1.13573667E+02 -1.13649333E+02 -1.16575667E+02 -1.13600667E+02 -1.14272667E+02 -1.15013667E+02 -1.15213000E+02 -1.17919000E+02 -1.15717667E+02 -1.14547667E+02 -1.12808667E+02 -1.15428000E+02 -1.12710000E+02 -1.14398667E+02 -1.13668000E+02 -1.14706333E+02 -1.15284667E+02 -1.16334333E+02 -1.15791000E+02 -1.14985000E+02 -1.18321000E+02 -1.16529667E+02 -1.17303333E+02 -1.19248333E+02 -1.17832333E+02 -1.14858000E+02 -1.15508000E+02 
 -1.14598000E+02 -1.19409000E+02 -1.19835000E+02 -1.19289000E+02 -1.22889667E+02 -1.20810000E+02 -1.23369333E+02 -1.18611333E+02 -1.19868667E+02 -1.21747667E+02 -1.21030333E+02 -1.20731667E+02 -1.21842000E+02 -1.21411000E+02 -1.22378000E+02 -1.21938667E+02 -1.20024667E+02 -1.20522667E+02 -1.22449333E+02 -1.19871333E+02 -1.20104333E+02 -1.20351000E+02 -1.19368333E+02 -1.21700333E+02 -1.23791000E+02 -1.22075667E+02 -1.18095667E+02 -1.22987333E+02 -1.21405667E+02 -1.23059333E+02 -1.20649333E+02 -1.20504000E+02 -1.20575667E+02 -1.20070667E+02 -1.21097667E+02 -1.20372667E+02 -1.17260000E+02 -1.22689333E+02 -1.21369333E+02 -1.22998667E+02 -1.20308000E+02 -1.19942667E+02 -1.24164333E+02 -1.19680000E+02 -1.19601333E+02 -1.19478000E+02 -1.21337667E+02 -1.18833333E+02 -1.21853333E+02 -1.20837000E+02 -1.20633333E+02 -1.19838333E+02 -1.20627000E+02 -1.21906333E+02 -1.22180333E+02 -1.20275000E+02 -1.21281333E+02 -1.19137667E+02 -1.21082667E+02 -1.22560667E+02 -1.21573000E+02 -1.23939333E+02 -1.20126000E+02 -1.23081667E+02 -1.22045667E+02 -1.22540333E+02 -1.19528667E+02 -1.20781333E+02 -1.16753667E+02 -1.23772333E+02 -1.22279333E+02 -1.24050000E+02 -1.20574667E+02 -1.21480667E+02 -1.22932333E+02 -1.19734000E+02 -1.19271333E+02 -1.20633000E+02 -1.21394333E+02 -1.22880000E+02 -1.21965667E+02 -1.23027000E+02 -1.21240333E+02 -1.20736667E+02 -1.19152000E+02 -1.21538667E+02 -1.20765667E+02 -1.23504333E+02 -1.23493333E+02 -1.20036333E+02 -1.21967000E+02 -1.19457000E+02 -1.20353667E+02 -1.20311333E+02 -1.18689000E+02 -1.21180333E+02 -1.22998333E+02 -1.23593333E+02 -1.18351667E+02 -1.18400667E+02 
 -1.19040667E+02 -1.24394000E+02 -1.23134667E+02 -1.26980333E+02 -1.26340667E+02 -1.30122667E+02 -1.27601000E+02 -1.25386000E+02 -1.25754333E+02 -1.29509333E+02 -1.25116000E+02 -1.24695667E+02 -1.27856667E+02 -1.23930667E+02 -1.28593667E+02 -1.27079000E+02 -1.25353333E+02 -1.26336333E+02 -1.25427000E+02 -1.24622000E+02 -1.29220667E+02 -1.24885333E+02 -1.23852667E+02 -1.22979000E+02 -1.25101333E+02 -1.28489333E+02 -1.28049333E+02 -1.26108667E+02 -1.24519333E+02 -1.26089333E+02 -1.25116667E+02 -1.26455667E+02 -1.27753667E+02 -1.27374333E+02 -1.25430667E+02 -1.24801000E+02 -1.26440667E+02 -1.26453333E+02 -1.29630333E+02 -1.25459333E+02 -1.25418333E+02 -1.25568000E+02 -1.26726333E+02 -1.26484000E+02 -1.24157000E+02 -1.28236667E+02 -1.25062333E+02 -1.23657333E+02 -1.26960000E+02 -1.25806667E+02 -1.26340333E+02 -1.24772667E+02 -1.22935000E+02 -1.26836000E+02 -1.26818000E+02 -1.28910000E+02 -1.28629333E+02 -1.29399000E+02 -1.28404333E+02 -1.24694667E+02 -1.27151333E+02 -1.24655000E+02 -1.24394667E+02 -1.29074000E+02 -1.27549667E+02 -1.26925000E+02 -1.27498667E+02 -1.23319000E+02 -1.24463667E+02 -1.25971333E+02 -1.25065667E+02 -1.27766333E+02 -1.27601333E+02 -1.26396000E+02 -1.25558333E+02 -1.24555000E+02 -1.23422333E+02 -1.26587333E+02 -1.28544667E+02 -1.25572000E+02 -1.27745667E+02 -1.24664667E+02 -1.25206333E+02 -1.22540000E+02 -1.25573000E+02 -1.25922000E+02 -1.24600667E+02 -1.27918000E+02 -1.23538000E+02 -1.25617333E+02 -1.26907333E+02 -1.26129000E+02 -1.24091333E+02 -1.24295000E+02 -1.23928333E+02 -1.27767667E+02 -1.23210000E+02 -1.25005333E+02 -1.25319000E+02 -1.25666667E+02 
 -1.26796667E+02 -1.31185000E+02 -1.30102667E+02 -1.32100333E+02 -1.32233333E+02 -1.33547333E+02 -1.32211333E+02 -1.31815667E+02 -1.27971333E+02 -1.32834000E+02 -1.30390667E+02 -1.33673667E+02 -1.33677667E+02 -1.30861333E+02 -1.30820333E+02 -1.32808000E+02 -1.30284000E+02 -1.29524333E+02 -1.32911333E+02 -1.32754333E+02 -1.32291333E+02 -1.31703667E+02 -1.32587333E+02 -1.32746333E+02 -1.31150333E+02 -1.29880667E+02 -1.30106000E+02 -1.32303333E+02 -1.31167333E+02 -1.31975667E+02 -1.33476333E+02 -1.31241333E+02 -1.31780667E+02 -1.32197000E+02 -1.32419333E+02 -1.33606667E+02 -1.31726667E+02 -1.30845667E+02 -1.32135333E+02 -1.29041333E+02 -1.32390667E+02 -1.32429667E+02 -1.30433667E+02 -1.31546333E+02 -1.30609667E+02 -1.29538667E+02 -1.33356000E+02 -1.34924667E+02 -1.29852667E+02 -1.33120667E+02 -1.31514333E+02 -1.31233000E+02 -1.32399667E+02 -1.35304667E+02 -1.34201667E+02 -1.33349333E+02 -1.29750000E+02 -1.31024000E+02 -1.32321000E+02 -1.32756667E+02 -1.31717000E+02 -1.34159000E+02 -1.29693667E+02 -1.30577333E+02 -1.31417667E+02 -1.30769333E+02 -1.33418667E+02 -1.35004333E+02 -1.35014000E+02 -1.31217333E+02 -1.31634667E+02 -1.32167333E+02 -1.33378000E+02 -1.29726333E+02 -1.31294000E+02 -1.29728333E+02 -1.34015667E+02 -1.32180000E+02 -1.32622333E+02 -1.30756333E+02 -1.35582000E+02 -1.33738000E+02 -1.32878000E+02 -1.30851000E+02 -1.29954667E+02 -1.31493000E+02 -1.32476667E+02 -1.31922000E+02 -1.33566000E+02 -1.32239333E+02 -1.30675667E+02 -1.34890000E+02 -1.29619667E+02 -1.35431333E+02 -1.33631333E+02 -1.32614667E+02 -1.30095333E+02 -1.30383667E+02 -1.31863000E+02 -1.29852667E+02 
 -1.29501667E+02 -1.35915000E+02 -1.35968000E+02 -1.40627333E+02 -1.38680667E+02 -1.37774667E+02 -1.37749667E+02 -1.41199667E+02 -1.40170000E+02 -1.37163000E+02 -1.31449667E+02 -1.34232333E+02 -1.41210667E+02 -1.38634667E+02 -1.36644667E+02 -1.35552333E+02 -1.38212000E+02 -1.38030000E+02 -1.41417667E+02 -1.40242667E+02 -1.40218000E+02 -1.38653667E+02 -1.36766667E+02 -1.37595000E+02 -1.37604000E+02 -1.38695000E+02 -1.38429000E+02 -1.39897333E+02 -1.38363667E+02 -1.36874333E+02 -1.37356000E+02 -1.39910333E+02 -1.40842667E+02 -1.40379333E+02 -1.36609333E+02 -1.40252000E+02 -1.39884333E+02 -1.37422333E+02 -1.37413333E+02 -1.38738333E+02 -1.40140000E+02 -1.35886333E+02 -1.36540333E+02 -1.36525667E+02 -1.38597667E+02 -1.37955333E+02 -1.37829333E+02 -1.40603000E+02 -1.36394000E+02 -1.36864667E+02 -1.36351000E+02 -1.39429000E+02 -1.38029667E+02 -1.36389000E+02 -1.39172000E+02 -1.38577000E+02 -1.39463667E+02 -1.39695000E+02 -1.39545000E+02 -1.38029333E+02 -1.39510000E+02 -1.38851000E+02 -1.39449333E+02 -1.37936333E+02 -1.40691333E+02 -1.37741000E+02 -1.35372000E+02 -1.35120333E+02 -1.34889667E+02 -1.41427333E+02 -1.37081333E+02 -1.36969333E+02 -1.37514000E+02 -1.36379333E+02 -1.36103000E+02 -1.38081667E+02 -1.37131333E+02 -1.40731667E+02 -1.40414333E+02 -1.37161333E+02 -1.37966000E+02 -1.38810000E+02 -1.37262000E+02 -1.38238333E+02 -1.36664000E+02 -1.35717333E+02 -1.38639000E+02 -1.39939000E+02 -1.39724667E+02 -1.40844667E+02 -1.36491667E+02 -1.38892000E+02 -1.41433000E+02 -1.39332667E+02 -1.38516000E+02 -1.38220667E+02 -1.40048333E+02 -1.38891000E+02 -1.33973000E+02 -1.40056667E+02 
 -1.39388667E+02 -1.44269333E+02 -1.47869000E+02 -1.44191000E+02 -1.46297333E+02 -1.50281333E+02 -1.43216000E+02 -1.43806000E+02 -1.40971000E+02 -1.43125667E+02 -1.45526667E+02 -1.46075667E+02 -1.44292667E+02 -1.45198000E+02 -1.43689667E+02 -1.43391333E+02 -1.44784000E+02 -1.42792333E+02 -1.46220667E+02 -1.45743000E+02 -1.44329000E+02 -1.45450333E+02 -1.48224000E+02 -1.46863333E+02 -1.44876667E+02 -1.45822000E+02 -1.45473000E+02 -1.47180667E+02 -1.44321333E+02 -1.46493667E+02 -1.46554667E+02 -1.46700667E+02 -1.43731000E+02 -1.50967667E+02 -1.46083667E+02 -1.43603000E+02 -1.39785333E+02 -1.41239333E+02 -1.45317667E+02 -1.46576000E+02 -1.46060333E+02 -1.44105667E+02 -1.43657000E+02 -1.47357333E+02 -1.43776667E+02 -1.43245667E+02 -1.45029000E+02 -1.44858000E+02 -1.45096667E+02 -1.43642333E+02 -1.43983667E+02 -1.43187667E+02 -1.44827667E+02 -1.42580667E+02 -1.46101000E+02 -1.47509000E+02 -1.44998667E+02 -1.47277000E+02 -1.44503333E+02 -1.45490333E+02 -1.45314667E+02 -1.46217333E+02 -1.45181667E+02 -1.46163333E+02 -1.44271667E+02 -1.43188667E+02 -1.45903333E+02 -1.45247000E+02 -1.46275667E+02 -1.45054000E+02 -1.46090667E+02 -1.44074333E+02 -1.43112667E+02 -1.44484000E+02 -1.46643000E+02 -1.46958000E+02 -1.45199000E+02 -1.44670000E+02 -1.45553000E+02 -1.45210000E+02 -1.48472667E+02 -1.43519000E+02 -1.42111000E+02 -1.45670667E+02 -1.42068333E+02 -1.42327667E+02 -1.42110000E+02 -1.46520000E+02 -1.46211667E+02 -1.43849333E+02 -1.43794667E+02 -1.45027667E+02 -1.46972333E+02 -1.44832333E+02 -1.43950667E+02 -1.44662667E+02 -1.43226333E+02 -1.47523333E+02 -1.46288333E+02 -1.44176000E+02 
 -1.45043000E+02 -1.47068667E+02 -1.50703000E+02 -1.50469333E+02 -1.52173667E+02 -1.49667333E+02 -1.47551333E+02 -1.51012667E+02 -1.53057667E+02 -1.53896667E+02 -1.57797667E+02 -1.52257667E+02 -1.50065000E+02 -1.50000000E+02 -1.53759333E+02 -1.50287667E+02 -1.49912000E+02 -1.54847000E+02 -1.54617333E+02 -1.53128667E+02 -1.51142667E+02 -1.53460667E+02 -1.54397333E+02 -1.50350667E+02 -1.50866000E+02 -1.54317333E+02 -1.51971667E+02 -1.51465333E+02 -1.48731333E+02 -1.51657667E+02 -1.53024333E+02 -1.53036333E+02 -1.52634667E+02 -1.49100000E+02 -1.54740333E+02 -1.51886667E+02 -1.53564000E+02 -1.50883333E+02 -1.49034667E+02 -1.54707000E+02 -1.53450000E+02 -1.52909333E+02 -1.50062000E+02 -1.49107000E+02 -1.50175667E+02 -1.50464000E+02 -1.51697000E+02 -1.49723000E+02 -1.55396333E+02 -1.52644000E+02 -1.51890667E+02 -1.52518667E+02 -1.54079000E+02 -1.52742333E+02 -1.53213000E+02 -1.52495333E+02 -1.51456333E+02 -1.53304667E+02 -1.54259667E+02 -1.53976000E+02 -1.52558333E+02 -1.51812333E+02 -1.49823000E+02 -1.52272000E+02 -1.56823000E+02 -1.52323667E+02 -1.52415333E+02 -1.52751667E+02 -1.51615667E+02 -1.52782667E+02 -1.50391000E+02 -1.51761000E+02 -1.50682667E+02 -1.51490333E+02 -1.52020333E+02 -1.51619333E+02 -1.52188333E+02 -1.50997667E+02 -1.51021667E+02 -1.48681000E+02 -1.52933333E+02 -1.52594000E+02 -1.50840333E+02 -1.51760667E+02 -1.52565000E+02 -1.55457000E+02 -1.52432667E+02 -1.52469667E+02 -1.56153333E+02 -1.51373667E+02 -1.53387000E+02 -1.51635000E+02 -1.50151000E+02 -1.54438667E+02 -1.53492667E+02 -1.51137000E+02 -1.55173667E+02 -1.54549667E+02 -1.53953000E+02 -1.51328000E+02 
 -1.53127000E+02 -1.57327000E+02 -1.59438000E+02 -1.59384000E+02 -1.59951667E+02 -1.56478667E+02 -1.60107667E+02 -1.62455667E+02 -1.58558667E+02 -1.60321667E+02 -1.62215000E+02 -1.59871333E+02 -1.58910333E+02 -1.62546000E+02 -1.62730667E+02 -1.60268333E+02 -1.59709667E+02 -1.57283000E+02 -1.61318333E+02 -1.59775000E+02 -1.58398667E+02 -1.61258667E+02 -1.62801333E+02 -1.63133333E+02 -1.60292333E+02 -1.60252000E+02 -1.61785000E+02 -1.60686000E+02 -1.59396667E+02 -1.58927667E+02 -1.57389000E+02 -1.61401333E+02 -1.59316333E+02 -1.59028333E+02 -1.60983667E+02 -1.66159667E+02 -1.64326000E+02 -1.59446000E+02 -1.61353667E+02 -1.60543333E+02 -1.59946000E+02 -1.64362667E+02 -1.64984000E+02 -1.59615333E+02 -1.54122333E+02 -1.61758333E+02 -1.56374333E+02 -1.59169333E+02 -1.62408667E+02 -1.64186667E+02 -1.61959000E+02 -1.61389667E+02 -1.60683667E+02 -1.57547000E+02 -1.61899000E+02 -1.57994333E+02 -1.58454667E+02 -1.60144333E+02 -1.59071000E+02 -1.61732333E+02 -1.59548667E+02 -1.57184333E+02 -1.58261000E+02 -1.58814000E+02 -1.58714667E+02 -1.62767667E+02 -1.59924667E+02 -1.59050667E+02 -1.58614667E+02 -1.60250000E+02 -1.58896000E+02 -1.62629333E+02 -1.61599333E+02 -1.62762000E+02 -1.58245000E+02 -1.58801667E+02 -1.55772000E+02 -1.56582333E+02 -1.55988667E+02 -1.60833667E+02 -1.59095000E+02 -1.58100000E+02 -1.62168000E+02 -1.59586667E+02 -1.56388667E+02 -1.59575667E+02 -1.60948333E+02 -1.60468333E+02 -1.58483333E+02 -1.59369333E+02 -1.57365333E+02 -1.57182333E+02 -1.59225667E+02 -1.61230000E+02 -1.59970000E+02 -1.59924333E+02 -1.58261667E+02 -1.55975667E+02 -1.58589000E+02 -1.57551333E+02 
 -1.60298000E+02 -1.66697333E+02 -1.68374333E+02 -1.70136333E+02 -1.66574000E+02 -1.67906667E+02 -1.68729667E+02 -1.67754333E+02 -1.69251667E+02 -1.67773000E+02 -1.68839333E+02 -1.65368667E+02 -1.67904000E+02 -1.68061667E+02 -1.67946667E+02 -1.66325000E+02 -1.67803000E+02 -1.66934000E+02 -1.68533667E+02 -1.67486333E+02 -1.67245667E+02 -1.69422333E+02 -1.66914000E+02 -1.64300333E+02 -1.69408667E+02 -1.67624000E+02 -1.67428000E+02 -1.70216667E+02 -1.65919667E+02 -1.66947333E+02 -1.67945000E+02 -1.68533000E+02 -1.67538000E+02 -1.67618000E+02 -1.69166000E+02 -1.68977667E+02 -1.68705667E+02 -1.69909333E+02 -1.65970667E+02 -1.63949667E+02 -1.67206000E+02 -1.66447667E+02 -1.67465333E+02 -1.69183333E+02 -1.65367000E+02 -1.63432000E+02 -1.71006000E+02 -1.71455667E+02 -1.68186000E+02 -1.72892000E+02 -1.70672667E+02 -1.69287333E+02 -1.70142000E+02 -1.71986333E+02 -1.65687000E+02 -1.69061000E+02 -1.71419000E+02 -1.66737333E+02 -1.64947000E+02 -1.65485000E+02 -1.68481667E+02 -1.71746000E+02 -1.68302000E+02 -1.69640667E+02 -1.69785000E+02 -1.70546000E+02 -1.65565333E+02 -1.65966667E+02 -1.68965667E+02 -1.67861667E+02 -1.67908667E+02 -1.67736667E+02 -1.67279333E+02 -1.66703667E+02 -1.68488000E+02 -1.65176667E+02 -1.65547000E+02 -1.70107333E+02 -1.68357000E+02 -1.67114667E+02 -1.70456667E+02 -1.70090667E+02 -1.67861000E+02 -1.70509333E+02 -1.68414000E+02 -1.70839333E+02 -1.67623000E+02 -1.71735667E+02 -1.64826333E+02 -1.67555667E+02 -1.75524000E+02 -1.73159333E+02 -1.68421667E+02 -1.65992333E+02 -1.68166000E+02 -1.67435667E+02 -1.65833667E+02 -1.69321667E+02 -1.71642667E+02 -1.71072000E+02 
