  0.00000000E+00 -6.82443333E+01 -8.14160000E+01 -8.91220000E+01 -9.58340000E+01 -9.78830000E+01 -1.02901333E+02 -1.03900000E+02 -1.06519667E+02 -1.07433667E+02 -1.08978333E+02 -1.11156667E+02 -1.11893000E+02 -1.10306333E+02 -1.11568667E+02 -1.12255000E+02 -1.11417667E+02 -1.11196333E+02 -1.10629667E+02 -1.10560667E+02 -1.10774333E+02 -1.08232667E+02 -1.09505000E+02 -1.10420333E+02 -1.12421667E+02 
 -1.11498000E+02 -1.12363333E+02 -1.13703000E+02 -1.13853667E+02 -1.14344667E+02 -1.13903667E+02 -1.15515000E+02 -1.16437667E+02 -1.14048667E+02 -1.15019333E+02 -1.14975333E+02 -1.14666000E+02 -1.15444333E+02 -1.16187000E+02 -1.13861000E+02 -1.14464667E+02 -1.14828333E+02 -1.15834000E+02 -1.14348667E+02 -1.15623667E+02 -1.16872000E+02 -1.17082333E+02 -1.16989000E+02 -1.18282000E+02 -1.16606667E+02 
 -1.18356667E+02 -1.17846667E+02 -1.18633333E+02 -1.18418333E+02 -1.21703333E+02 -1.19536333E+02 -1.19145000E+02 -1.21137333E+02 -1.21656333E+02 -1.21930667E+02 -1.19530333E+02 -1.21860333E+02 -1.21249333E+02 -1.20309000E+02 -1.18262000E+02 -1.16938667E+02 -1.16675000E+02 -1.17949000E+02 -1.18253000E+02 -1.17286333E+02 -1.19186667E+02 -1.17725333E+02 -1.19675333E+02 -1.19456667E+02 -1.20083667E+02 
 -1.20099333E+02 -1.22836667E+02 -1.22594667E+02 -1.23763333E+02 -1.25014000E+02 -1.23708333E+02 -1.27427000E+02 -1.25769333E+02 -1.27742667E+02 -1.26108000E+02 -1.26710333E+02 -1.28245333E+02 -1.25880667E+02 -1.27876000E+02 -1.26651000E+02 -1.26911333E+02 -1.23606000E+02 -1.25556667E+02 -1.25462333E+02 -1.24499333E+02 -1.25261000E+02 -1.25447333E+02 -1.23969333E+02 -1.23625000E+02 -1.25607667E+02 
 -1.26011333E+02 -1.27424333E+02 -1.27954000E+02 -1.30236000E+02 -1.29822333E+02 -1.30702667E+02 -1.32798333E+02 -1.32150333E+02 -1.31948333E+02 -1.32254667E+02 -1.32150667E+02 -1.33427667E+02 -1.30940667E+02 -1.33549667E+02 -1.33228333E+02 -1.31396667E+02 -1.33457333E+02 -1.34681333E+02 -1.34761333E+02 -1.32930667E+02 -1.30051333E+02 -1.31389333E+02 -1.31047000E+02 -1.29061000E+02 -1.29143667E+02 
 -1.29174667E+02 -1.31520333E+02 -1.31683333E+02 -1.35827667E+02 -1.38542333E+02 -1.38825333E+02 -1.40402000E+02 -1.38059333E+02 -1.38582000E+02 -1.35865667E+02 -1.37121667E+02 -1.37068333E+02 -1.35987000E+02 -1.33343333E+02 -1.35029333E+02 -1.36594000E+02 -1.35641000E+02 -1.33623333E+02 -1.34725667E+02 -1.33376000E+02 -1.33643667E+02 -1.34826333E+02 -1.35857667E+02 -1.36773667E+02 -1.37204667E+02 
 -1.35796000E+02 -1.40519667E+02 -1.40486000E+02 -1.41811667E+02 -1.43017000E+02 -1.43639000E+02 -1.44739333E+02 -1.45387333E+02 -1.46528000E+02 -1.44631667E+02 -1.44365333E+02 -1.46955000E+02 -1.44192333E+02 -1.42862333E+02 -1.42995333E+02 -1.45600333E+02 -1.45153000E+02 -1.46002333E+02 -1.45143333E+02 -1.45916000E+02 -1.47586667E+02 -1.46945000E+02 -1.47603000E+02 -1.48252000E+02 -1.49156333E+02 
 -1.47930333E+02 -1.52562667E+02 -1.50470333E+02 -1.49246000E+02 -1.51322333E+02 -1.53031333E+02 -1.51197667E+02 -1.52591000E+02 -1.50657333E+02 -1.51919667E+02 -1.53942333E+02 -1.54846333E+02 -1.53174333E+02 -1.52265667E+02 -1.51681333E+02 -1.51575000E+02 -1.52328333E+02 -1.52238000E+02 -1.50092667E+02 -1.51942667E+02 -1.49914333E+02 -1.50212667E+02 -1.48776667E+02 -1.48357333E+02 -1.49166667E+02 
 -1.50484333E+02 -1.51006333E+02 -1.50197667E+02 -1.52166333E+02 -1.54954667E+02 -1.55786000E+02 -1.56904667E+02 -1.56618000E+02 -1.58047000E+02 -1.57872000E+02 -1.56919667E+02 -1.56892667E+02 -1.56903000E+02 -1.57664000E+02 -1.58753667E+02 -1.59811000E+02 -1.58516333E+02 -1.57824000E+02 -1.56145000E+02 -1.60059333E+02 -1.59117000E+02 -1.58853333E+02 -1.59764000E+02 -1.58244000E+02 -1.60237667E+02 
 -1.60306667E+02 -1.64746333E+02 -1.63785000E+02 -1.63677333E+02 -1.65534000E+02 -1.65453667E+02 -1.64269000E+02 -1.62680000E+02 -1.61572333E+02 -1.62011333E+02 -1.62567667E+02 -1.64580667E+02 -1.63764333E+02 -1.64374333E+02 -1.65620667E+02 -1.65547667E+02 -1.66957000E+02 -1.68106333E+02 -1.67864333E+02 -1.69229333E+02 -1.68970667E+02 -1.68714000E+02 -1.69508000E+02 -1.69004667E+02 -1.69798333E+02 
 -1.68822000E+02 -1.70566333E+02 -1.70374000E+02 -1.71532667E+02 -1.72274000E+02 -1.72757333E+02 -1.73284333E+02 -1.73717667E+02 -1.74582333E+02 -1.74892333E+02 -1.75417000E+02 -1.74065667E+02 -1.73747667E+02 -1.75146000E+02 -1.75474333E+02 -1.76922000E+02 -1.76438000E+02 -1.77232667E+02 -1.76680333E+02 -1.80042000E+02 -1.79158000E+02 -1.78202333E+02 -1.76329667E+02 -1.78094000E+02 -1.77927000E+02 
 -1.76983333E+02 -1.78959333E+02 -1.80621333E+02 -1.80257667E+02 -1.80437667E+02 -1.80852000E+02 -1.81743000E+02 -1.81189000E+02 -1.81432000E+02 -1.83226333E+02 -1.82802667E+02 -1.83315333E+02 -1.85863333E+02 -1.83334000E+02 -1.84107000E+02 -1.83272000E+02 -1.82929667E+02 -1.82288667E+02 -1.83730000E+02 -1.83613000E+02 -1.86361000E+02 -1.87025000E+02 -1.86570333E+02 -1.87516333E+02 -1.86518667E+02 
